method,risk_budget,seed,rows,success,ci95_success,physical_violation,ci95_physical_violation,human_burden,ci95_human_burden,intent_error,ci95_intent_error,overpromise,ci95_overpromise,autonomy_conflict,ci95_autonomy_conflict,unnecessary_query,ci95_unnecessary_query,negotiation_rounds,ci95_negotiation_rounds,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility,covered,ci95_covered
conformal_intent_risk_filter,0.12000,7,576,0.24132,0.03497,0.03472,0.01496,0.17361,0.03096,0.15799,0.02981,0.08160,0.02238,0.02778,0.01343,0.06076,0.01953,0.37859,0.03855,0.07430,0.01354,0.09486,0.00884,-0.00842,0.03377,0.43750,0.04055
conformal_intent_risk_filter,0.12000,8,576,0.29514,0.03728,0.03819,0.01567,0.16667,0.03046,0.16146,0.03008,0.05729,0.01900,0.04340,0.01666,0.06771,0.02054,0.39563,0.03947,0.07841,0.01403,0.09826,0.00891,0.04748,0.03715,0.45139,0.04068
conformal_intent_risk_filter,0.12000,9,576,0.26042,0.03587,0.02951,0.01383,0.19792,0.03257,0.14236,0.02856,0.08854,0.02322,0.05035,0.01787,0.06944,0.02078,0.39362,0.03922,0.07184,0.01259,0.09732,0.00886,-0.00099,0.03514,0.44965,0.04066
conformal_intent_risk_filter,0.16000,0,576,0.45660,0.04071,0.09375,0.02382,0.24479,0.03514,0.28125,0.03675,0.15972,0.02994,0.07812,0.02194,0.01910,0.01119,0.61909,0.02605,0.17054,0.01892,0.18462,0.00710,0.01234,0.05180,0.82465,0.03108
conformal_intent_risk_filter,0.16000,1,576,0.46875,0.04079,0.10938,0.02551,0.25347,0.03556,0.27604,0.03654,0.15278,0.02941,0.06076,0.01953,0.02431,0.01259,0.62373,0.02684,0.18274,0.02030,0.18314,0.00715,0.01158,0.05095,0.82118,0.03132
conformal_intent_risk_filter,0.16000,2,576,0.47743,0.04083,0.09722,0.02422,0.25174,0.03547,0.27257,0.03640,0.18576,0.03179,0.08507,0.02280,0.01910,0.01119,0.61226,0.02687,0.17095,0.01927,0.18078,0.00724,0.01661,0.05170,0.81250,0.03190
conformal_intent_risk_filter,0.16000,3,576,0.47569,0.04082,0.08507,0.02280,0.23090,0.03445,0.27778,0.03661,0.15972,0.02994,0.07465,0.02148,0.02778,0.01343,0.62065,0.02774,0.16349,0.01833,0.18096,0.00721,0.04770,0.05055,0.81424,0.03179
conformal_intent_risk_filter,0.16000,4,576,0.45486,0.04070,0.07812,0.02194,0.25000,0.03539,0.27951,0.03668,0.15625,0.02968,0.09201,0.02363,0.01910,0.01119,0.62153,0.02670,0.15843,0.01749,0.18410,0.00713,0.02357,0.05049,0.82292,0.03120
conformal_intent_risk_filter,0.16000,5,576,0.46007,0.04074,0.08854,0.02322,0.24826,0.03531,0.28125,0.03675,0.14583,0.02885,0.07812,0.02194,0.01389,0.00957,0.60854,0.02609,0.16429,0.01851,0.18095,0.00726,0.02760,0.05223,0.81250,0.03190
conformal_intent_risk_filter,0.16000,6,576,0.45486,0.04070,0.09028,0.02342,0.27431,0.03647,0.27778,0.03661,0.16146,0.03008,0.07639,0.02171,0.03125,0.01422,0.62867,0.02739,0.16828,0.01871,0.18365,0.00713,-0.00117,0.05003,0.82292,0.03120
conformal_intent_risk_filter,0.16000,7,576,0.46528,0.04077,0.08333,0.02259,0.27257,0.03640,0.28646,0.03695,0.14410,0.02871,0.09549,0.02402,0.01910,0.01119,0.62467,0.02629,0.16417,0.01801,0.18615,0.00704,0.01949,0.05028,0.82986,0.03071
conformal_intent_risk_filter,0.16000,8,576,0.44965,0.04066,0.07118,0.02102,0.25694,0.03572,0.25000,0.03539,0.17361,0.03096,0.09375,0.02382,0.03819,0.01567,0.63797,0.02831,0.15464,0.01680,0.18462,0.00706,0.02044,0.04913,0.82639,0.03096
conformal_intent_risk_filter,0.16000,9,576,0.44618,0.04063,0.07986,0.02216,0.22396,0.03408,0.27951,0.03668,0.17708,0.03120,0.08507,0.02280,0.01910,0.01119,0.61080,0.02689,0.15865,0.01787,0.18040,0.00732,0.01848,0.04859,0.80903,0.03213
conformal_intent_risk_filter,0.20000,0,576,0.59896,0.04006,0.13194,0.02766,0.32812,0.03838,0.32292,0.03822,0.21354,0.03350,0.09722,0.02422,0.00347,0.00481,0.73028,0.00884,0.22757,0.02049,0.22686,0.00184,0.02752,0.05575,0.99826,0.00340
conformal_intent_risk_filter,0.20000,1,576,0.59375,0.04014,0.11111,0.02569,0.27431,0.03647,0.32986,0.03843,0.17014,0.03071,0.09896,0.02441,0.00694,0.00679,0.72912,0.00827,0.21180,0.01898,0.22601,0.00168,0.08502,0.05302,1.00000,0.00000
conformal_intent_risk_filter,0.20000,2,576,0.57292,0.04043,0.11111,0.02569,0.25694,0.03572,0.33507,0.03858,0.20660,0.03309,0.12326,0.02687,0.00174,0.00340,0.73121,0.00825,0.21055,0.01876,0.22632,0.00175,0.04912,0.05422,1.00000,0.00000
conformal_intent_risk_filter,0.20000,3,576,0.55903,0.04058,0.13194,0.02766,0.29167,0.03715,0.32292,0.03822,0.17361,0.03096,0.09028,0.02342,0.00000,0.00000,0.72647,0.00908,0.22729,0.02058,0.22518,0.00191,0.02431,0.05646,0.99653,0.00481
conformal_intent_risk_filter,0.20000,4,576,0.58507,0.04027,0.13889,0.02827,0.29167,0.03715,0.34201,0.03878,0.19444,0.03235,0.10069,0.02460,0.00521,0.00588,0.72904,0.00877,0.23197,0.02089,0.22646,0.00187,0.02315,0.05698,0.99826,0.00340
conformal_intent_risk_filter,0.20000,5,576,0.53819,0.04075,0.11111,0.02569,0.29688,0.03734,0.31597,0.03800,0.20486,0.03299,0.12153,0.02671,0.00347,0.00481,0.72956,0.00837,0.21158,0.01892,0.22602,0.00168,0.00360,0.05758,1.00000,0.00000
conformal_intent_risk_filter,0.20000,6,576,0.59722,0.04009,0.11632,0.02621,0.27083,0.03632,0.34549,0.03887,0.20486,0.03299,0.10590,0.02515,0.00347,0.00481,0.73041,0.00833,0.21489,0.01927,0.22721,0.00163,0.06279,0.05521,1.00000,0.00000
conformal_intent_risk_filter,0.20000,7,576,0.61285,0.03981,0.09201,0.02363,0.26562,0.03610,0.32639,0.03833,0.21181,0.03340,0.09201,0.02363,0.00347,0.00481,0.72352,0.00977,0.19698,0.01757,0.22541,0.00230,0.11520,0.05670,0.99306,0.00679
conformal_intent_risk_filter,0.20000,8,576,0.56597,0.04051,0.09896,0.02441,0.27778,0.03661,0.32292,0.03822,0.19097,0.03213,0.08507,0.02280,0.00521,0.00588,0.72936,0.00871,0.20160,0.01794,0.22555,0.00179,0.06657,0.05593,0.99826,0.00340
conformal_intent_risk_filter,0.20000,9,576,0.60069,0.04003,0.13194,0.02766,0.28299,0.03682,0.32118,0.03817,0.21181,0.03340,0.11458,0.02603,0.00347,0.00481,0.72669,0.00909,0.22514,0.02035,0.22458,0.00198,0.04701,0.05788,0.99653,0.00481
human_model_mpc,0.08000,0,576,0.05035,0.01787,0.00000,0.00000,0.06944,0.02078,0.01562,0.01014,0.02778,0.01343,0.00174,0.00340,0.06944,0.02078,0.10536,0.03157,0.01422,0.00429,0.01571,0.00472,-0.01949,0.01295,0.06944,0.02078
human_model_mpc,0.08000,1,576,0.04167,0.01633,0.00000,0.00000,0.07986,0.02216,0.02257,0.01214,0.01910,0.01119,0.00000,0.00000,0.07986,0.02216,0.11954,0.03322,0.01638,0.00461,0.01777,0.00496,-0.03411,0.01546,0.07986,0.02216
human_model_mpc,0.08000,2,576,0.05903,0.01926,0.00000,0.00000,0.09722,0.02422,0.02951,0.01383,0.01562,0.01014,0.00868,0.00758,0.09722,0.02422,0.14621,0.03650,0.02033,0.00512,0.02164,0.00542,-0.03306,0.01581,0.09722,0.02422
human_model_mpc,0.08000,3,576,0.05208,0.01816,0.00000,0.00000,0.09722,0.02422,0.03125,0.01422,0.01736,0.01068,0.00347,0.00481,0.09722,0.02422,0.14615,0.03647,0.02031,0.00510,0.02206,0.00551,-0.03995,0.01741,0.09722,0.02422
human_model_mpc,0.08000,4,576,0.04688,0.01728,0.00000,0.00000,0.08160,0.02238,0.02257,0.01214,0.02083,0.01167,0.00521,0.00588,0.08160,0.02238,0.12122,0.03329,0.01669,0.00464,0.01852,0.00511,-0.03231,0.01489,0.08160,0.02238
human_model_mpc,0.08000,5,576,0.04167,0.01633,0.00000,0.00000,0.08160,0.02238,0.03299,0.01460,0.02083,0.01167,0.01042,0.00830,0.08160,0.02238,0.12332,0.03388,0.01630,0.00452,0.01828,0.00504,-0.04265,0.01766,0.08160,0.02238
human_model_mpc,0.08000,6,576,0.05556,0.01872,0.00000,0.00000,0.09896,0.02441,0.03125,0.01422,0.03819,0.01567,0.00694,0.00679,0.09896,0.02441,0.14761,0.03648,0.02086,0.00520,0.02241,0.00556,-0.04762,0.01928,0.09896,0.02441
human_model_mpc,0.08000,7,576,0.04340,0.01666,0.00000,0.00000,0.08507,0.02280,0.03299,0.01460,0.02431,0.01259,0.00694,0.00679,0.08507,0.02280,0.12771,0.03429,0.01763,0.00477,0.01941,0.00522,-0.04406,0.01787,0.08507,0.02280
human_model_mpc,0.08000,8,576,0.03819,0.01567,0.00000,0.00000,0.06944,0.02078,0.03819,0.01567,0.01736,0.01068,0.00521,0.00588,0.06944,0.02078,0.10385,0.03113,0.01395,0.00423,0.01527,0.00459,-0.03591,0.01649,0.06944,0.02078
human_model_mpc,0.08000,9,576,0.04514,0.01697,0.00000,0.00000,0.10243,0.02478,0.02778,0.01343,0.03299,0.01460,0.00347,0.00481,0.10243,0.02478,0.15354,0.03723,0.02142,0.00525,0.02306,0.00561,-0.05627,0.02022,0.10243,0.02478
human_model_mpc,0.12000,0,576,0.04688,0.01728,0.00000,0.00000,0.08160,0.02238,0.01910,0.01119,0.02431,0.01259,0.00868,0.00758,0.08160,0.02238,0.12178,0.03347,0.01659,0.00460,0.01817,0.00501,-0.03354,0.01520,0.08160,0.02238
human_model_mpc,0.12000,1,576,0.05382,0.01845,0.00000,0.00000,0.09028,0.02342,0.03472,0.01496,0.02431,0.01259,0.00868,0.00758,0.09028,0.02342,0.13621,0.03541,0.01866,0.00491,0.02036,0.00532,-0.03864,0.01741,0.09028,0.02342
human_model_mpc,0.12000,2,576,0.04340,0.01666,0.00000,0.00000,0.07986,0.02216,0.02778,0.01343,0.02257,0.01214,0.00694,0.00679,0.07986,0.02216,0.11929,0.03314,0.01653,0.00462,0.01787,0.00498,-0.03756,0.01719,0.07986,0.02216
human_model_mpc,0.12000,3,576,0.06250,0.01979,0.00000,0.00000,0.10069,0.02460,0.02257,0.01214,0.01910,0.01119,0.00521,0.00588,0.10069,0.02460,0.15049,0.03683,0.02072,0.00513,0.02274,0.00559,-0.03024,0.01531,0.10069,0.02460
human_model_mpc,0.12000,4,576,0.04340,0.01666,0.00000,0.00000,0.07465,0.02148,0.03125,0.01422,0.02083,0.01167,0.00521,0.00588,0.07465,0.02148,0.11369,0.03277,0.01544,0.00450,0.01691,0.00490,-0.03378,0.01493,0.07465,0.02148
human_model_mpc,0.12000,5,576,0.05208,0.01816,0.00000,0.00000,0.07639,0.02171,0.02951,0.01383,0.02431,0.01259,0.00694,0.00679,0.07639,0.02171,0.11335,0.03229,0.01575,0.00454,0.01724,0.00493,-0.02760,0.01491,0.07639,0.02171
human_model_mpc,0.12000,6,576,0.05903,0.01926,0.00000,0.00000,0.08681,0.02301,0.03125,0.01422,0.03125,0.01422,0.00694,0.00679,0.08681,0.02301,0.12997,0.03450,0.01795,0.00483,0.01943,0.00518,-0.03209,0.01640,0.08681,0.02301
human_model_mpc,0.12000,7,576,0.06771,0.02054,0.00000,0.00000,0.10069,0.02460,0.03299,0.01460,0.02083,0.01167,0.00868,0.00758,0.10069,0.02460,0.15209,0.03721,0.02150,0.00532,0.02328,0.00572,-0.03049,0.01573,0.10069,0.02460
human_model_mpc,0.12000,8,576,0.03819,0.01567,0.00000,0.00000,0.06771,0.02054,0.02431,0.01259,0.02083,0.01167,0.00347,0.00481,0.06771,0.02054,0.10167,0.03090,0.01430,0.00435,0.01577,0.00480,-0.03084,0.01478,0.06771,0.02054
human_model_mpc,0.12000,9,576,0.04167,0.01633,0.00000,0.00000,0.07986,0.02216,0.02951,0.01383,0.01562,0.01014,0.00174,0.00340,0.07986,0.02216,0.11834,0.03289,0.01636,0.00459,0.01759,0.00490,-0.03546,0.01603,0.07986,0.02216
human_model_mpc,0.16000,0,576,0.07292,0.02125,0.00521,0.00588,0.09028,0.02342,0.05556,0.01872,0.03299,0.01460,0.00868,0.00758,0.07465,0.02148,0.15677,0.03379,0.02976,0.00714,0.03020,0.00606,-0.03461,0.01971,0.14410,0.02871
human_model_mpc,0.16000,1,576,0.08333,0.02259,0.00868,0.00758,0.10590,0.02515,0.04340,0.01666,0.04340,0.01666,0.01042,0.00830,0.08854,0.02322,0.18141,0.03676,0.03590,0.00837,0.03391,0.00641,-0.04010,0.02338,0.15972,0.02994
human_model_mpc,0.16000,2,576,0.07986,0.02216,0.00347,0.00481,0.08681,0.02301,0.04861,0.01758,0.04340,0.01666,0.00347,0.00481,0.07292,0.02125,0.15422,0.03347,0.02773,0.00648,0.02965,0.00598,-0.02429,0.02077,0.14236,0.02856
human_model_mpc,0.16000,3,576,0.09896,0.02441,0.00521,0.00588,0.10069,0.02460,0.05729,0.01900,0.04688,0.01728,0.00694,0.00679,0.08160,0.02238,0.17112,0.03511,0.03194,0.00725,0.03301,0.00631,-0.02170,0.02151,0.15625,0.02968
human_model_mpc,0.16000,4,576,0.07465,0.02148,0.00347,0.00481,0.07639,0.02171,0.03993,0.01600,0.02083,0.01167,0.01042,0.00830,0.06424,0.02004,0.14128,0.03224,0.02614,0.00641,0.02764,0.00584,-0.01136,0.02026,0.13194,0.02766
human_model_mpc,0.16000,5,576,0.09201,0.02363,0.00521,0.00588,0.08160,0.02238,0.04167,0.01633,0.03125,0.01422,0.01215,0.00896,0.07465,0.02148,0.15650,0.03417,0.02951,0.00717,0.02954,0.00601,-0.00682,0.02141,0.14062,0.02841
human_model_mpc,0.16000,6,576,0.08507,0.02280,0.01215,0.00896,0.08681,0.02301,0.03646,0.01532,0.03472,0.01496,0.01215,0.00896,0.07118,0.02102,0.15876,0.03439,0.03486,0.00900,0.03090,0.00616,-0.02286,0.02013,0.14583,0.02885
human_model_mpc,0.16000,7,576,0.07118,0.02102,0.01562,0.01014,0.06944,0.02078,0.05035,0.01787,0.03819,0.01567,0.00521,0.00588,0.06076,0.01953,0.13833,0.03146,0.03431,0.00968,0.02757,0.00582,-0.03375,0.02198,0.13194,0.02766
human_model_mpc,0.16000,8,576,0.07292,0.02125,0.00694,0.00679,0.07812,0.02194,0.04167,0.01633,0.05035,0.01787,0.00347,0.00481,0.06424,0.02004,0.14720,0.03242,0.03063,0.00769,0.02983,0.00608,-0.02953,0.02075,0.14062,0.02841
human_model_mpc,0.16000,9,576,0.09201,0.02363,0.00521,0.00588,0.09722,0.02422,0.04688,0.01728,0.03472,0.01496,0.00694,0.00679,0.07986,0.02216,0.16746,0.03487,0.03158,0.00728,0.03207,0.00622,-0.01763,0.02053,0.15278,0.02941
human_model_mpc,0.20000,0,576,0.28299,0.03682,0.05556,0.01872,0.15104,0.02927,0.14931,0.02913,0.13542,0.02797,0.02257,0.01214,0.05035,0.01787,0.36596,0.03388,0.12548,0.01555,0.10424,0.00872,0.00270,0.04120,0.49306,0.04086
human_model_mpc,0.20000,1,576,0.28646,0.03695,0.06424,0.02004,0.15972,0.02994,0.19097,0.03213,0.09375,0.02382,0.02257,0.01214,0.05035,0.01787,0.35193,0.03357,0.12835,0.01652,0.10071,0.00868,-0.00308,0.03849,0.47743,0.04083
human_model_mpc,0.20000,2,576,0.26910,0.03625,0.06250,0.01979,0.14062,0.02841,0.17188,0.03084,0.12153,0.02671,0.01910,0.01119,0.03299,0.01460,0.32901,0.03137,0.12381,0.01634,0.09739,0.00863,-0.00926,0.04030,0.46354,0.04076
human_model_mpc,0.20000,3,576,0.28646,0.03695,0.06597,0.02029,0.14583,0.02885,0.17361,0.03096,0.11458,0.02603,0.02083,0.01167,0.05035,0.01787,0.35632,0.03367,0.13100,0.01664,0.10261,0.00873,-0.00130,0.04065,0.48438,0.04085
human_model_mpc,0.20000,4,576,0.23611,0.03471,0.06771,0.02054,0.12153,0.02671,0.15625,0.02968,0.10938,0.02551,0.02604,0.01302,0.03472,0.01496,0.33302,0.03224,0.12719,0.01689,0.09733,0.00866,-0.03086,0.03826,0.46181,0.04075
human_model_mpc,0.20000,5,576,0.26562,0.03610,0.07812,0.02194,0.16319,0.03021,0.15278,0.02941,0.10590,0.02515,0.03472,0.01496,0.04514,0.01697,0.34841,0.03309,0.13666,0.01777,0.10052,0.00870,-0.03451,0.03782,0.47569,0.04082
human_model_mpc,0.20000,6,576,0.27431,0.03647,0.04861,0.01758,0.13021,0.02751,0.17535,0.03108,0.09375,0.02382,0.01736,0.01068,0.04514,0.01697,0.35785,0.03333,0.12056,0.01486,0.10354,0.00871,0.02284,0.03876,0.48958,0.04086
human_model_mpc,0.20000,7,576,0.26736,0.03618,0.06250,0.01979,0.14931,0.02913,0.14236,0.02856,0.12500,0.02703,0.02431,0.01259,0.04167,0.01633,0.34065,0.03311,0.12501,0.01635,0.09822,0.00865,-0.00995,0.03901,0.46701,0.04078
human_model_mpc,0.20000,8,576,0.25521,0.03564,0.06250,0.01979,0.13715,0.02812,0.17882,0.03132,0.11979,0.02654,0.03646,0.01532,0.04514,0.01697,0.34616,0.03317,0.12627,0.01637,0.10094,0.00879,-0.03136,0.03812,0.47222,0.04081
human_model_mpc,0.20000,9,576,0.26562,0.03610,0.05729,0.01900,0.11632,0.02621,0.14583,0.02885,0.11458,0.02603,0.02604,0.01302,0.03299,0.01460,0.33815,0.03211,0.12282,0.01584,0.09971,0.00869,0.01374,0.03945,0.47222,0.04081
inverse_rl_intent_pomdp,0.08000,0,576,0.02778,0.01343,0.00000,0.00000,0.05208,0.01816,0.01389,0.00957,0.01042,0.00830,0.00521,0.00588,0.05208,0.01816,0.07549,0.02637,0.01172,0.00412,0.01212,0.00425,-0.02182,0.01326,0.05208,0.01816
inverse_rl_intent_pomdp,0.08000,1,576,0.02257,0.01214,0.00000,0.00000,0.05208,0.01816,0.02431,0.01259,0.01910,0.01119,0.00694,0.00679,0.05208,0.01816,0.07817,0.02729,0.01198,0.00422,0.01254,0.00440,-0.03503,0.01733,0.05208,0.01816
inverse_rl_intent_pomdp,0.08000,2,576,0.02083,0.01167,0.00000,0.00000,0.04861,0.01758,0.01562,0.01014,0.01736,0.01068,0.00694,0.00679,0.04861,0.01758,0.07212,0.02613,0.01141,0.00416,0.01168,0.00424,-0.03035,0.01448,0.04861,0.01758
inverse_rl_intent_pomdp,0.08000,3,576,0.02604,0.01302,0.00000,0.00000,0.05382,0.01845,0.02257,0.01214,0.01215,0.00896,0.00347,0.00481,0.05382,0.01845,0.07809,0.02681,0.01258,0.00436,0.01277,0.00440,-0.02820,0.01479,0.05382,0.01845
inverse_rl_intent_pomdp,0.08000,4,576,0.02951,0.01383,0.00000,0.00000,0.04514,0.01697,0.01736,0.01068,0.02083,0.01167,0.00174,0.00340,0.04514,0.01697,0.06697,0.02521,0.01071,0.00407,0.01091,0.00414,-0.01977,0.01167,0.04514,0.01697
inverse_rl_intent_pomdp,0.08000,5,576,0.02604,0.01302,0.00000,0.00000,0.04861,0.01758,0.01910,0.01119,0.01389,0.00957,0.00000,0.00000,0.04861,0.01758,0.07091,0.02569,0.01133,0.00413,0.01127,0.00410,-0.02292,0.01350,0.04861,0.01758
inverse_rl_intent_pomdp,0.08000,6,576,0.03125,0.01422,0.00000,0.00000,0.05903,0.01926,0.01736,0.01068,0.01910,0.01119,0.00521,0.00588,0.05903,0.01926,0.08605,0.02813,0.01375,0.00452,0.01392,0.00457,-0.02853,0.01558,0.05903,0.01926
inverse_rl_intent_pomdp,0.08000,7,576,0.02951,0.01383,0.00000,0.00000,0.06250,0.01979,0.01215,0.00896,0.02083,0.01167,0.00868,0.00758,0.06250,0.01979,0.09146,0.02900,0.01515,0.00485,0.01510,0.00481,-0.03277,0.01615,0.06250,0.01979
inverse_rl_intent_pomdp,0.08000,8,576,0.03646,0.01532,0.00000,0.00000,0.05382,0.01845,0.01562,0.01014,0.02431,0.01259,0.00000,0.00000,0.05382,0.01845,0.07979,0.02739,0.01233,0.00426,0.01291,0.00445,-0.01971,0.01213,0.05382,0.01845
inverse_rl_intent_pomdp,0.08000,9,576,0.03993,0.01600,0.00000,0.00000,0.06250,0.01979,0.02083,0.01167,0.01736,0.01068,0.00521,0.00588,0.06250,0.01979,0.09183,0.02910,0.01445,0.00462,0.01509,0.00480,-0.02294,0.01332,0.06250,0.01979
inverse_rl_intent_pomdp,0.12000,0,576,0.03819,0.01567,0.00000,0.00000,0.07292,0.02125,0.01562,0.01014,0.02257,0.01214,0.00174,0.00340,0.07292,0.02125,0.10841,0.03165,0.01661,0.00488,0.01750,0.00513,-0.03199,0.01543,0.07292,0.02125
inverse_rl_intent_pomdp,0.12000,1,576,0.03299,0.01460,0.00000,0.00000,0.05382,0.01845,0.01910,0.01119,0.02083,0.01167,0.00000,0.00000,0.05382,0.01845,0.07901,0.02711,0.01228,0.00425,0.01286,0.00443,-0.02286,0.01487,0.05382,0.01845
inverse_rl_intent_pomdp,0.12000,2,576,0.02431,0.01259,0.00000,0.00000,0.04861,0.01758,0.02083,0.01167,0.01042,0.00830,0.00521,0.00588,0.04861,0.01758,0.07199,0.02610,0.01158,0.00421,0.01203,0.00437,-0.02525,0.01291,0.04861,0.01758
inverse_rl_intent_pomdp,0.12000,3,576,0.03125,0.01422,0.00000,0.00000,0.05035,0.01787,0.01910,0.01119,0.01562,0.01014,0.00868,0.00758,0.05035,0.01787,0.07386,0.02628,0.01167,0.00418,0.01206,0.00432,-0.02212,0.01237,0.05035,0.01787
inverse_rl_intent_pomdp,0.12000,4,576,0.03646,0.01532,0.00000,0.00000,0.05729,0.01900,0.01736,0.01068,0.01910,0.01119,0.00347,0.00481,0.05729,0.01900,0.08474,0.02813,0.01348,0.00452,0.01385,0.00462,-0.02163,0.01382,0.05729,0.01900
inverse_rl_intent_pomdp,0.12000,5,576,0.02778,0.01343,0.00000,0.00000,0.04861,0.01758,0.02257,0.01214,0.01042,0.00830,0.00347,0.00481,0.04861,0.01758,0.07206,0.02608,0.01115,0.00408,0.01147,0.00417,-0.02189,0.01221,0.04861,0.01758
inverse_rl_intent_pomdp,0.12000,6,576,0.03299,0.01460,0.00000,0.00000,0.06424,0.02004,0.02083,0.01167,0.02083,0.01167,0.00521,0.00588,0.06424,0.02004,0.09520,0.02975,0.01557,0.00489,0.01610,0.00505,-0.03276,0.01514,0.06424,0.02004
inverse_rl_intent_pomdp,0.12000,7,576,0.03125,0.01422,0.00000,0.00000,0.04861,0.01758,0.01736,0.01068,0.02083,0.01167,0.00000,0.00000,0.04861,0.01758,0.06999,0.02535,0.01065,0.00388,0.01117,0.00405,-0.02001,0.01281,0.04861,0.01758
inverse_rl_intent_pomdp,0.12000,8,576,0.02083,0.01167,0.00000,0.00000,0.05035,0.01787,0.02257,0.01214,0.01389,0.00957,0.00347,0.00481,0.05035,0.01787,0.07459,0.02651,0.01126,0.00405,0.01149,0.00411,-0.03161,0.01425,0.05035,0.01787
inverse_rl_intent_pomdp,0.12000,9,576,0.02604,0.01302,0.00000,0.00000,0.04167,0.01633,0.01215,0.00896,0.01389,0.00957,0.00347,0.00481,0.04167,0.01633,0.06057,0.02379,0.00966,0.00383,0.01004,0.00396,-0.01623,0.01050,0.04167,0.01633
inverse_rl_intent_pomdp,0.16000,0,576,0.03299,0.01460,0.00000,0.00000,0.05903,0.01926,0.01562,0.01014,0.02083,0.01167,0.00694,0.00679,0.05903,0.01926,0.08756,0.02864,0.01413,0.00464,0.01437,0.00471,-0.02750,0.01487,0.05903,0.01926
inverse_rl_intent_pomdp,0.16000,1,576,0.03646,0.01532,0.00000,0.00000,0.05382,0.01845,0.01562,0.01014,0.02083,0.01167,0.00174,0.00340,0.05382,0.01845,0.08049,0.02763,0.01249,0.00432,0.01317,0.00454,-0.01873,0.01191,0.05382,0.01845
inverse_rl_intent_pomdp,0.16000,2,576,0.02083,0.01167,0.00000,0.00000,0.04861,0.01758,0.00868,0.00758,0.01215,0.00896,0.00521,0.00588,0.04861,0.01758,0.07215,0.02581,0.01186,0.00426,0.01205,0.00429,-0.02524,0.01302,0.05035,0.01787
inverse_rl_intent_pomdp,0.16000,3,576,0.03646,0.01532,0.00000,0.00000,0.06424,0.02004,0.02257,0.01214,0.01389,0.00957,0.00521,0.00588,0.06424,0.02004,0.09354,0.02922,0.01498,0.00471,0.01566,0.00491,-0.02679,0.01293,0.06424,0.02004
inverse_rl_intent_pomdp,0.16000,4,576,0.02431,0.01259,0.00000,0.00000,0.06597,0.02029,0.02083,0.01167,0.02604,0.01302,0.00521,0.00588,0.06597,0.02029,0.09754,0.03003,0.01539,0.00477,0.01610,0.00498,-0.04493,0.01842,0.06597,0.02029
inverse_rl_intent_pomdp,0.16000,5,576,0.01736,0.01068,0.00000,0.00000,0.04688,0.01728,0.01736,0.01068,0.01562,0.01014,0.00347,0.00481,0.04688,0.01728,0.06991,0.02580,0.01074,0.00400,0.01104,0.00410,-0.03145,0.01534,0.04688,0.01728
inverse_rl_intent_pomdp,0.16000,6,576,0.01910,0.01119,0.00000,0.00000,0.03646,0.01532,0.01736,0.01068,0.00347,0.00481,0.00174,0.00340,0.03646,0.01532,0.05368,0.02258,0.00857,0.00363,0.00880,0.00372,-0.01620,0.01022,0.03646,0.01532
inverse_rl_intent_pomdp,0.16000,7,576,0.03472,0.01496,0.00000,0.00000,0.04514,0.01697,0.01910,0.01119,0.01562,0.01014,0.00174,0.00340,0.04514,0.01697,0.06715,0.02530,0.01063,0.00403,0.01093,0.00414,-0.01294,0.01111,0.04514,0.01697
inverse_rl_intent_pomdp,0.16000,8,576,0.01910,0.01119,0.00000,0.00000,0.04340,0.01666,0.01042,0.00830,0.00694,0.00679,0.01215,0.00896,0.04340,0.01666,0.06517,0.02505,0.01040,0.00402,0.01066,0.00411,-0.02334,0.01277,0.04340,0.01666
inverse_rl_intent_pomdp,0.16000,9,576,0.02951,0.01383,0.00000,0.00000,0.04167,0.01633,0.01736,0.01068,0.01215,0.00896,0.00521,0.00588,0.04167,0.01633,0.06169,0.02423,0.00970,0.00384,0.00994,0.00392,-0.01436,0.00976,0.04167,0.01633
inverse_rl_intent_pomdp,0.20000,0,576,0.11458,0.02603,0.01562,0.01014,0.09028,0.02342,0.06597,0.02029,0.03819,0.01567,0.01215,0.00896,0.05035,0.01787,0.17241,0.03078,0.05092,0.01020,0.04477,0.00728,-0.00789,0.02464,0.20486,0.03299
inverse_rl_intent_pomdp,0.20000,1,576,0.11458,0.02603,0.02083,0.01167,0.06597,0.02029,0.06597,0.02029,0.05903,0.01926,0.00347,0.00481,0.02951,0.01383,0.14752,0.02735,0.05069,0.01099,0.04073,0.00689,-0.00337,0.02459,0.19097,0.03213
inverse_rl_intent_pomdp,0.20000,2,576,0.09549,0.02402,0.01736,0.01068,0.08854,0.02322,0.06771,0.02054,0.03646,0.01532,0.01736,0.01068,0.05729,0.01900,0.17732,0.03199,0.05152,0.01049,0.04421,0.00722,-0.03095,0.02677,0.20312,0.03289
inverse_rl_intent_pomdp,0.20000,3,576,0.11111,0.02569,0.02083,0.01167,0.09549,0.02402,0.05208,0.01816,0.04340,0.01666,0.01042,0.00830,0.03472,0.01496,0.15492,0.02825,0.05136,0.01093,0.04203,0.00700,-0.01216,0.02438,0.19618,0.03246
