method,risk_budget,seed,rows,success,ci95_success,physical_violation,ci95_physical_violation,human_burden,ci95_human_burden,intent_error,ci95_intent_error,overpromise,ci95_overpromise,autonomy_conflict,ci95_autonomy_conflict,unnecessary_query,ci95_unnecessary_query,negotiation_rounds,ci95_negotiation_rounds,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility,covered,ci95_covered
active_clarification_bandit,0.12000,0,576,0.04861,0.01758,0.00000,0.00000,0.09549,0.02402,0.02431,0.01259,0.02951,0.01383,0.00694,0.00679,0.09549,0.02402,0.19522,0.04926,0.01886,0.00481,0.02127,0.00539,-0.04838,0.01866,0.09549,0.02402
active_clarification_bandit,0.12000,1,576,0.06597,0.02029,0.00000,0.00000,0.10938,0.02551,0.03819,0.01567,0.02431,0.01259,0.00521,0.00588,0.10938,0.02551,0.21882,0.05119,0.02128,0.00503,0.02388,0.00561,-0.04366,0.01637,0.10938,0.02551
active_clarification_bandit,0.12000,2,576,0.04861,0.01758,0.00000,0.00000,0.09028,0.02342,0.01910,0.01119,0.01736,0.01068,0.00521,0.00588,0.09028,0.02342,0.18521,0.04821,0.01828,0.00480,0.02017,0.00526,-0.03688,0.01528,0.09028,0.02342
active_clarification_bandit,0.12000,3,576,0.07986,0.02216,0.00000,0.00000,0.11979,0.02654,0.03993,0.01600,0.04167,0.01633,0.00868,0.00758,0.11979,0.02654,0.24339,0.05411,0.02390,0.00536,0.02683,0.00599,-0.04704,0.01834,0.11979,0.02654
active_clarification_bandit,0.12000,4,576,0.06944,0.02078,0.00000,0.00000,0.11458,0.02603,0.03472,0.01496,0.03125,0.01422,0.01389,0.00957,0.11458,0.02603,0.23451,0.05346,0.02286,0.00527,0.02598,0.00593,-0.04862,0.01898,0.11458,0.02603
active_clarification_bandit,0.12000,5,576,0.05556,0.01872,0.00000,0.00000,0.09896,0.02441,0.02257,0.01214,0.02257,0.01214,0.00521,0.00588,0.09896,0.02441,0.20227,0.05009,0.01971,0.00492,0.02219,0.00550,-0.04006,0.01714,0.09896,0.02441
active_clarification_bandit,0.12000,6,576,0.07639,0.02171,0.00000,0.00000,0.12500,0.02703,0.03646,0.01532,0.03472,0.01496,0.01389,0.00957,0.12500,0.02703,0.25348,0.05501,0.02497,0.00548,0.02799,0.00609,-0.05172,0.02056,0.12500,0.02703
active_clarification_bandit,0.12000,7,576,0.03646,0.01532,0.00000,0.00000,0.08681,0.02301,0.02431,0.01259,0.01736,0.01068,0.00868,0.00758,0.08681,0.02301,0.17985,0.04783,0.01681,0.00451,0.01920,0.00512,-0.04915,0.01834,0.08681,0.02301
active_clarification_bandit,0.12000,8,576,0.05903,0.01926,0.00000,0.00000,0.10417,0.02497,0.02778,0.01343,0.02083,0.01167,0.01389,0.00957,0.10417,0.02497,0.21731,0.05224,0.02036,0.00495,0.02317,0.00558,-0.04424,0.01807,0.10417,0.02497
active_clarification_bandit,0.12000,9,576,0.05382,0.01845,0.00000,0.00000,0.10764,0.02533,0.03646,0.01532,0.03125,0.01422,0.00868,0.00758,0.10764,0.02533,0.22137,0.05228,0.02116,0.00504,0.02404,0.00568,-0.05810,0.02049,0.10764,0.02533
active_clarification_bandit,0.16000,0,576,0.12847,0.02735,0.01736,0.01068,0.16319,0.03021,0.04340,0.01666,0.05382,0.01845,0.01215,0.00896,0.10243,0.02478,0.35921,0.05675,0.05058,0.01047,0.04667,0.00720,-0.04792,0.02432,0.22222,0.03398
active_clarification_bandit,0.16000,1,576,0.11806,0.02637,0.01736,0.01068,0.15625,0.02968,0.06250,0.01979,0.04688,0.01728,0.01562,0.01014,0.09549,0.02402,0.34125,0.05513,0.04947,0.01053,0.04468,0.00709,-0.05743,0.02721,0.21354,0.03350
active_clarification_bandit,0.16000,2,576,0.13021,0.02751,0.01736,0.01068,0.15278,0.02941,0.07118,0.02102,0.05729,0.01900,0.02083,0.01167,0.10764,0.02533,0.35557,0.05727,0.04989,0.01052,0.04483,0.00706,-0.05577,0.02767,0.21528,0.03360
active_clarification_bandit,0.16000,3,576,0.12326,0.02687,0.01562,0.01014,0.16319,0.03021,0.06597,0.02029,0.05556,0.01872,0.00868,0.00758,0.09375,0.02382,0.36172,0.05563,0.05048,0.01015,0.04762,0.00716,-0.05740,0.02756,0.23090,0.03445
active_clarification_bandit,0.16000,4,576,0.11285,0.02586,0.01042,0.00830,0.14410,0.02871,0.05729,0.01900,0.04861,0.01758,0.01389,0.00957,0.07986,0.02216,0.30922,0.05269,0.04057,0.00875,0.04002,0.00668,-0.04295,0.02683,0.19618,0.03246
active_clarification_bandit,0.16000,5,576,0.13889,0.02827,0.01389,0.00957,0.15451,0.02954,0.04861,0.01758,0.05208,0.01816,0.01562,0.01014,0.09201,0.02363,0.35038,0.05525,0.04751,0.00972,0.04623,0.00713,-0.02917,0.02472,0.22222,0.03398
active_clarification_bandit,0.16000,6,576,0.14236,0.02856,0.01389,0.00957,0.15799,0.02981,0.07292,0.02125,0.04861,0.01758,0.01042,0.00830,0.09028,0.02342,0.36963,0.05712,0.04911,0.00979,0.04753,0.00716,-0.03362,0.02512,0.23090,0.03445
active_clarification_bandit,0.16000,7,576,0.11285,0.02586,0.01215,0.00896,0.16146,0.03008,0.07118,0.02102,0.04514,0.01697,0.01389,0.00957,0.08160,0.02238,0.34092,0.05499,0.04479,0.00925,0.04470,0.00704,-0.05831,0.02713,0.21528,0.03360
active_clarification_bandit,0.16000,8,576,0.11979,0.02654,0.00694,0.00679,0.14757,0.02899,0.06771,0.02054,0.04514,0.01697,0.02083,0.01167,0.08333,0.02259,0.33242,0.05514,0.03985,0.00792,0.04291,0.00694,-0.03979,0.02309,0.20660,0.03309
active_clarification_bandit,0.16000,9,576,0.13715,0.02812,0.02083,0.01167,0.14062,0.02841,0.05903,0.01926,0.05035,0.01787,0.00521,0.00588,0.07986,0.02216,0.32556,0.05330,0.04982,0.01100,0.04282,0.00686,-0.02836,0.02558,0.21007,0.03330
active_clarification_bandit,0.20000,0,576,0.32639,0.03833,0.04861,0.01758,0.30729,0.03771,0.16319,0.03021,0.12326,0.02687,0.03646,0.01532,0.06771,0.02054,0.76302,0.05508,0.13537,0.01461,0.12441,0.00867,-0.04579,0.04216,0.58507,0.04027
active_clarification_bandit,0.20000,1,576,0.34896,0.03896,0.10243,0.02478,0.31424,0.03794,0.15625,0.02968,0.13889,0.02827,0.05208,0.01816,0.07986,0.02216,0.76625,0.05427,0.17157,0.01931,0.12573,0.00864,-0.09619,0.04639,0.59201,0.04017
active_clarification_bandit,0.20000,2,576,0.33681,0.03863,0.07292,0.02125,0.33160,0.03848,0.15278,0.02941,0.13715,0.02812,0.04167,0.01633,0.07118,0.02102,0.75863,0.05544,0.15098,0.01708,0.12270,0.00864,-0.07722,0.04377,0.57986,0.04034
active_clarification_bandit,0.20000,3,576,0.35764,0.03918,0.07639,0.02171,0.34549,0.03887,0.16146,0.03008,0.16146,0.03008,0.03125,0.01422,0.07639,0.02171,0.76620,0.05442,0.15457,0.01726,0.12515,0.00859,-0.07873,0.04518,0.59201,0.04017
active_clarification_bandit,0.20000,4,576,0.34722,0.03891,0.07465,0.02148,0.30382,0.03759,0.15451,0.02954,0.14062,0.02841,0.03646,0.01532,0.08681,0.02301,0.76285,0.05473,0.15239,0.01713,0.12398,0.00860,-0.05996,0.04474,0.58681,0.04025
active_clarification_bandit,0.20000,5,576,0.35069,0.03900,0.06771,0.02054,0.34375,0.03882,0.18229,0.03156,0.14931,0.02913,0.05382,0.01845,0.09896,0.02441,0.77424,0.05516,0.14902,0.01644,0.12567,0.00863,-0.08850,0.04648,0.59201,0.04017
active_clarification_bandit,0.20000,6,576,0.32812,0.03838,0.06944,0.02078,0.32639,0.03833,0.17361,0.03096,0.17361,0.03096,0.04167,0.01633,0.09375,0.02382,0.76056,0.05545,0.14929,0.01676,0.12401,0.00870,-0.10733,0.04440,0.58160,0.04032
active_clarification_bandit,0.20000,7,576,0.34549,0.03887,0.07986,0.02216,0.32986,0.03843,0.16319,0.03021,0.16667,0.03046,0.04340,0.01666,0.06771,0.02054,0.76101,0.05378,0.15697,0.01753,0.12537,0.00862,-0.09162,0.04361,0.59201,0.04017
active_clarification_bandit,0.20000,8,576,0.35069,0.03900,0.07118,0.02102,0.31250,0.03789,0.18576,0.03179,0.16667,0.03046,0.04688,0.01728,0.09375,0.02382,0.79186,0.05546,0.15398,0.01683,0.12795,0.00863,-0.08472,0.04503,0.60069,0.04003
active_clarification_bandit,0.20000,9,576,0.34201,0.03878,0.07986,0.02216,0.32639,0.03833,0.15625,0.02968,0.12674,0.02719,0.04688,0.01728,0.07465,0.02148,0.74997,0.05449,0.15465,0.01766,0.12318,0.00867,-0.07553,0.04603,0.57986,0.04034
capability_map_tamp,0.08000,0,576,0.02951,0.01383,0.00000,0.00000,0.04514,0.01697,0.02604,0.01302,0.00694,0.00679,0.00347,0.00481,0.04514,0.01697,0.05973,0.02249,0.00683,0.00262,0.01110,0.00418,-0.01671,0.01173,0.04514,0.01697
capability_map_tamp,0.08000,1,576,0.03472,0.01496,0.00000,0.00000,0.05382,0.01845,0.02257,0.01214,0.00694,0.00679,0.00694,0.00679,0.05382,0.01845,0.07219,0.02477,0.00903,0.00315,0.01367,0.00470,-0.01771,0.01182,0.05382,0.01845
capability_map_tamp,0.08000,2,576,0.01389,0.00957,0.00000,0.00000,0.03299,0.01460,0.01910,0.01119,0.00694,0.00679,0.00174,0.00340,0.03299,0.01460,0.04383,0.01943,0.00580,0.00260,0.00835,0.00371,-0.02056,0.01120,0.03299,0.01460
capability_map_tamp,0.08000,3,576,0.01910,0.01119,0.00000,0.00000,0.04167,0.01633,0.01910,0.01119,0.00868,0.00758,0.00174,0.00340,0.04167,0.01633,0.05577,0.02187,0.00738,0.00296,0.01043,0.00410,-0.02252,0.01203,0.04167,0.01633
capability_map_tamp,0.08000,4,576,0.03125,0.01422,0.00000,0.00000,0.05382,0.01845,0.02951,0.01383,0.01042,0.00830,0.00174,0.00340,0.05382,0.01845,0.07187,0.02466,0.00909,0.00318,0.01358,0.00467,-0.02369,0.01149,0.05382,0.01845
capability_map_tamp,0.08000,5,576,0.02604,0.01302,0.00000,0.00000,0.04688,0.01728,0.01736,0.01068,0.01389,0.00957,0.00694,0.00679,0.04688,0.01728,0.06257,0.02308,0.00735,0.00276,0.01165,0.00431,-0.02239,0.01277,0.04688,0.01728
capability_map_tamp,0.08000,6,576,0.02257,0.01214,0.00000,0.00000,0.04340,0.01666,0.01389,0.00957,0.01389,0.00957,0.00521,0.00588,0.04340,0.01666,0.05899,0.02266,0.00754,0.00293,0.01129,0.00435,-0.02172,0.01408,0.04340,0.01666
capability_map_tamp,0.08000,7,576,0.02083,0.01167,0.00000,0.00000,0.03819,0.01567,0.01215,0.00896,0.00521,0.00588,0.00347,0.00481,0.03819,0.01567,0.05048,0.02072,0.00567,0.00236,0.00936,0.00385,-0.01467,0.01082,0.03819,0.01567
capability_map_tamp,0.08000,8,576,0.01042,0.00830,0.00000,0.00000,0.02604,0.01302,0.01042,0.00830,0.00694,0.00679,0.00521,0.00588,0.02604,0.01302,0.03456,0.01729,0.00406,0.00205,0.00643,0.00322,-0.01678,0.01147,0.02604,0.01302
capability_map_tamp,0.08000,9,576,0.02431,0.01259,0.00000,0.00000,0.04514,0.01697,0.02431,0.01259,0.00868,0.00758,0.00174,0.00340,0.04514,0.01697,0.05984,0.02251,0.00706,0.00271,0.01098,0.00414,-0.02161,0.01293,0.04514,0.01697
capability_map_tamp,0.12000,0,576,0.07292,0.02125,0.00174,0.00340,0.06771,0.02054,0.05382,0.01845,0.02083,0.01167,0.01736,0.01068,0.05382,0.01845,0.10723,0.02611,0.01900,0.00491,0.03144,0.00678,-0.00980,0.01928,0.12674,0.02719
capability_map_tamp,0.12000,1,576,0.05208,0.01816,0.00000,0.00000,0.06424,0.02004,0.04688,0.01728,0.01215,0.00896,0.01562,0.01014,0.04514,0.01697,0.09274,0.02423,0.01532,0.00365,0.02776,0.00638,-0.01790,0.02001,0.11285,0.02586
capability_map_tamp,0.12000,2,576,0.05208,0.01816,0.00174,0.00340,0.03993,0.01600,0.04167,0.01633,0.03125,0.01422,0.01736,0.01068,0.03299,0.01460,0.07293,0.02175,0.01357,0.00441,0.02271,0.00591,-0.01187,0.01857,0.09028,0.02342
capability_map_tamp,0.12000,3,576,0.04861,0.01758,0.00174,0.00340,0.05729,0.01900,0.05035,0.01787,0.00521,0.00588,0.00521,0.00588,0.04514,0.01697,0.08696,0.02373,0.01540,0.00457,0.02497,0.00606,-0.01513,0.01786,0.10243,0.02478
capability_map_tamp,0.12000,4,576,0.05556,0.01872,0.00347,0.00481,0.04861,0.01758,0.04514,0.01697,0.01042,0.00830,0.01562,0.01014,0.04688,0.01728,0.09332,0.02465,0.01828,0.00563,0.02728,0.00639,-0.01009,0.02068,0.10938,0.02551
capability_map_tamp,0.12000,5,576,0.06076,0.01953,0.00347,0.00481,0.05035,0.01787,0.04167,0.01633,0.01736,0.01068,0.01562,0.01014,0.03646,0.01532,0.08539,0.02272,0.01711,0.00539,0.02744,0.00636,-0.00490,0.01821,0.11111,0.02569
capability_map_tamp,0.12000,6,576,0.05729,0.01900,0.00521,0.00588,0.05729,0.01900,0.04340,0.01666,0.02083,0.01167,0.01042,0.00830,0.04514,0.01697,0.09065,0.02386,0.01908,0.00623,0.02763,0.00641,-0.01620,0.01928,0.11111,0.02569
capability_map_tamp,0.12000,7,576,0.05903,0.01926,0.00347,0.00481,0.03993,0.01600,0.05382,0.01845,0.01736,0.01068,0.01042,0.00830,0.03472,0.01496,0.08089,0.02181,0.01669,0.00539,0.02715,0.00641,-0.00409,0.01841,0.10764,0.02533
capability_map_tamp,0.12000,8,576,0.06250,0.01979,0.00521,0.00588,0.05208,0.01816,0.04688,0.01728,0.02604,0.01302,0.01736,0.01068,0.04861,0.01758,0.09616,0.02492,0.01928,0.00624,0.02808,0.00646,-0.01491,0.02001,0.11285,0.02586
capability_map_tamp,0.12000,9,576,0.04688,0.01728,0.00521,0.00588,0.05556,0.01872,0.04340,0.01666,0.01910,0.01119,0.01215,0.00896,0.04514,0.01697,0.08537,0.02397,0.01734,0.00615,0.02369,0.00592,-0.02517,0.01571,0.09722,0.02422
capability_map_tamp,0.16000,0,576,0.23264,0.03454,0.05035,0.01787,0.10764,0.02533,0.18924,0.03202,0.06771,0.02054,0.05556,0.01872,0.03472,0.01496,0.24709,0.02567,0.10068,0.01549,0.11178,0.01012,-0.00543,0.03929,0.45139,0.04068
capability_map_tamp,0.16000,1,576,0.23090,0.03445,0.05035,0.01787,0.07465,0.02148,0.20139,0.03278,0.07812,0.02194,0.05208,0.01816,0.02257,0.01214,0.23177,0.02398,0.09774,0.01535,0.10817,0.01004,0.00359,0.03756,0.43924,0.04057
capability_map_tamp,0.16000,2,576,0.22569,0.03417,0.03472,0.01496,0.08854,0.02322,0.16667,0.03046,0.05382,0.01845,0.05382,0.01845,0.02778,0.01343,0.23334,0.02424,0.08682,0.01323,0.10844,0.01004,0.03007,0.03433,0.44097,0.04058
capability_map_tamp,0.16000,3,576,0.22396,0.03408,0.03125,0.01422,0.07465,0.02148,0.19097,0.03213,0.07812,0.02194,0.06424,0.02004,0.01910,0.01119,0.22727,0.02310,0.08420,0.01266,0.10892,0.01008,0.01879,0.03539,0.44097,0.04058
capability_map_tamp,0.16000,4,576,0.23785,0.03480,0.03819,0.01567,0.10764,0.02533,0.21875,0.03379,0.08333,0.02259,0.07292,0.02125,0.03646,0.01532,0.24981,0.02623,0.09108,0.01378,0.11185,0.01017,-0.00910,0.03566,0.44965,0.04066
capability_map_tamp,0.16000,5,576,0.23264,0.03454,0.03646,0.01532,0.08160,0.02238,0.18576,0.03179,0.06597,0.02029,0.06944,0.02078,0.01736,0.01068,0.22031,0.02260,0.08646,0.01348,0.10640,0.01002,0.02501,0.03718,0.43229,0.04049
capability_map_tamp,0.16000,6,576,0.22569,0.03417,0.04167,0.01633,0.09549,0.02402,0.17535,0.03108,0.08160,0.02238,0.04514,0.01697,0.02951,0.01383,0.24531,0.02494,0.09452,0.01424,0.11261,0.01009,0.00554,0.03626,0.45660,0.04071
capability_map_tamp,0.16000,7,576,0.26042,0.03587,0.03125,0.01422,0.09722,0.02422,0.18576,0.03179,0.06424,0.02004,0.06250,0.01979,0.02951,0.01383,0.24488,0.02460,0.08769,0.01267,0.11445,0.01016,0.04996,0.03700,0.46181,0.04075
capability_map_tamp,0.16000,8,576,0.27257,0.03640,0.02951,0.01383,0.09375,0.02382,0.19965,0.03267,0.09201,0.02363,0.05556,0.01872,0.02778,0.01343,0.24947,0.02497,0.08703,0.01241,0.11614,0.01020,0.05076,0.03702,0.46701,0.04078
capability_map_tamp,0.16000,9,576,0.23785,0.03480,0.02951,0.01383,0.11632,0.02621,0.18229,0.03156,0.06771,0.02054,0.05208,0.01816,0.03125,0.01422,0.23665,0.02493,0.08336,0.01248,0.10888,0.01008,0.02329,0.03686,0.44097,0.04058
capability_map_tamp,0.20000,0,576,0.44965,0.04066,0.11806,0.02637,0.14236,0.02856,0.36111,0.03926,0.15625,0.02968,0.10417,0.02497,0.01042,0.00830,0.41054,0.01630,0.21320,0.01944,0.21132,0.00774,0.00310,0.05264,0.83854,0.03008
capability_map_tamp,0.20000,1,576,0.45486,0.04070,0.09722,0.02422,0.13368,0.02782,0.37674,0.03961,0.16146,0.03008,0.10243,0.02478,0.00347,0.00481,0.41226,0.01533,0.20042,0.01784,0.21263,0.00754,0.02901,0.05041,0.84722,0.02941
capability_map_tamp,0.20000,2,576,0.47743,0.04083,0.09028,0.02342,0.12674,0.02719,0.36285,0.03930,0.16319,0.03021,0.09896,0.02441,0.00868,0.00758,0.41262,0.01674,0.19357,0.01725,0.20979,0.00769,0.06647,0.05113,0.83854,0.03008
capability_map_tamp,0.20000,3,576,0.46875,0.04079,0.07118,0.02102,0.10938,0.02551,0.33507,0.03858,0.17014,0.03071,0.10938,0.02551,0.00347,0.00481,0.40335,0.01638,0.17891,0.01582,0.20726,0.00789,0.09214,0.04953,0.82639,0.03096
capability_map_tamp,0.20000,4,576,0.46354,0.04076,0.09375,0.02382,0.14583,0.02885,0.32639,0.03833,0.14757,0.02899,0.13021,0.02751,0.00521,0.00588,0.40747,0.01675,0.19420,0.01759,0.20772,0.00784,0.05211,0.05070,0.82986,0.03071
capability_map_tamp,0.20000,5,576,0.43229,0.04049,0.07292,0.02125,0.13889,0.02827,0.35243,0.03905,0.17535,0.03108,0.16146,0.03008,0.00347,0.00481,0.40647,0.01591,0.18049,0.01581,0.20976,0.00783,0.01765,0.04884,0.83333,0.03046
capability_map_tamp,0.20000,6,576,0.48611,0.04085,0.09028,0.02342,0.15278,0.02941,0.32465,0.03827,0.17882,0.03132,0.13194,0.02766,0.01215,0.00896,0.41658,0.01667,0.19443,0.01722,0.21236,0.00758,0.05997,0.05207,0.84549,0.02954
capability_map_tamp,0.20000,7,576,0.47222,0.04081,0.08160,0.02238,0.16146,0.03008,0.36111,0.03926,0.14062,0.02841,0.10938,0.02551,0.00521,0.00588,0.41214,0.01621,0.18815,0.01653,0.21128,0.00764,0.06295,0.04848,0.84201,0.02981
capability_map_tamp,0.20000,8,576,0.44444,0.04062,0.09549,0.02402,0.14410,0.02871,0.36806,0.03942,0.15799,0.02981,0.11285,0.02586,0.00694,0.00679,0.40587,0.01660,0.19517,0.01774,0.20804,0.00786,0.01728,0.05199,0.82986,0.03071
capability_map_tamp,0.20000,9,576,0.48611,0.04085,0.07292,0.02125,0.11632,0.02621,0.34028,0.03873,0.17882,0.03132,0.10764,0.02533,0.00694,0.00679,0.41063,0.01552,0.18234,0.01575,0.21146,0.00758,0.09813,0.04855,0.84375,0.02968
conformal_intent_risk_filter,0.08000,0,576,0.07812,0.02194,0.00000,0.00000,0.11979,0.02654,0.05903,0.01926,0.03646,0.01532,0.01215,0.00896,0.10938,0.02551,0.20147,0.04210,0.01759,0.00373,0.03217,0.00653,-0.04960,0.02091,0.14062,0.02841
conformal_intent_risk_filter,0.08000,1,576,0.08507,0.02280,0.00521,0.00588,0.10417,0.02497,0.04861,0.01758,0.02257,0.01214,0.01389,0.00957,0.08854,0.02322,0.17878,0.03862,0.02014,0.00633,0.03034,0.00625,-0.02664,0.01827,0.13715,0.02812
conformal_intent_risk_filter,0.08000,2,576,0.07812,0.02194,0.00000,0.00000,0.11111,0.02569,0.04340,0.01666,0.02257,0.01214,0.01910,0.01119,0.09896,0.02441,0.19612,0.04025,0.01671,0.00345,0.03305,0.00648,-0.03364,0.02173,0.14931,0.02913
conformal_intent_risk_filter,0.08000,3,576,0.06424,0.02004,0.00000,0.00000,0.09201,0.02363,0.03819,0.01567,0.01736,0.01068,0.00868,0.00758,0.08507,0.02280,0.16569,0.03731,0.01464,0.00331,0.02802,0.00605,-0.02744,0.02084,0.12674,0.02719
conformal_intent_risk_filter,0.08000,4,576,0.08507,0.02280,0.00347,0.00481,0.11979,0.02654,0.05208,0.01816,0.02083,0.01167,0.01562,0.01014,0.10417,0.02497,0.20538,0.04184,0.02039,0.00565,0.03425,0.00668,-0.03741,0.02146,0.15104,0.02927
conformal_intent_risk_filter,0.08000,5,576,0.08160,0.02238,0.00174,0.00340,0.11111,0.02569,0.05208,0.01816,0.01736,0.01068,0.00521,0.00588,0.09896,0.02441,0.18739,0.03967,0.01773,0.00465,0.03115,0.00633,-0.02866,0.02071,0.14062,0.02841
conformal_intent_risk_filter,0.08000,6,576,0.07639,0.02171,0.00174,0.00340,0.11458,0.02603,0.05208,0.01816,0.02778,0.01343,0.01562,0.01014,0.09896,0.02441,0.18679,0.04000,0.01737,0.00464,0.03024,0.00623,-0.04271,0.02034,0.13715,0.02812
conformal_intent_risk_filter,0.08000,7,576,0.09028,0.02342,0.00521,0.00588,0.11111,0.02569,0.04688,0.01728,0.01736,0.01068,0.01042,0.00830,0.09722,0.02422,0.18591,0.03987,0.02033,0.00637,0.03053,0.00629,-0.02295,0.01961,0.13715,0.02812
conformal_intent_risk_filter,0.08000,8,576,0.07639,0.02171,0.00174,0.00340,0.11285,0.02586,0.03819,0.01567,0.02604,0.01302,0.01389,0.00957,0.09896,0.02441,0.18879,0.04023,0.01763,0.00464,0.03066,0.00627,-0.03595,0.02228,0.13889,0.02827
conformal_intent_risk_filter,0.08000,9,576,0.06250,0.01979,0.00000,0.00000,0.10590,0.02515,0.05556,0.01872,0.03299,0.01460,0.01042,0.00830,0.09375,0.02382,0.18193,0.03918,0.01547,0.00335,0.03045,0.00628,-0.05143,0.02196,0.13715,0.02812
conformal_intent_risk_filter,0.12000,0,576,0.26736,0.03618,0.02083,0.01167,0.15799,0.02981,0.16840,0.03059,0.07639,0.02171,0.03993,0.01600,0.04340,0.01666,0.35763,0.03660,0.06160,0.01090,0.09310,0.00885,0.03998,0.03518,0.42882,0.04045
conformal_intent_risk_filter,0.12000,1,576,0.26910,0.03625,0.03125,0.01422,0.19618,0.03246,0.14583,0.02885,0.09201,0.02363,0.05208,0.01816,0.06771,0.02054,0.39549,0.03939,0.07389,0.01293,0.09867,0.00893,0.00362,0.03594,0.45312,0.04069
conformal_intent_risk_filter,0.12000,2,576,0.24306,0.03506,0.03646,0.01532,0.15799,0.02981,0.13542,0.02797,0.07292,0.02125,0.03993,0.01600,0.06076,0.01953,0.36790,0.03871,0.07393,0.01381,0.09214,0.00884,0.00759,0.03745,0.42361,0.04039
conformal_intent_risk_filter,0.12000,3,576,0.23264,0.03454,0.03125,0.01422,0.18750,0.03190,0.14931,0.02913,0.05556,0.01872,0.02778,0.01343,0.07639,0.02171,0.38128,0.03962,0.07116,0.01295,0.09242,0.00878,-0.00868,0.03609,0.42882,0.04045
conformal_intent_risk_filter,0.12000,4,576,0.22743,0.03426,0.03819,0.01567,0.18750,0.03190,0.14757,0.02899,0.09375,0.02382,0.03646,0.01532,0.06771,0.02054,0.37925,0.03889,0.07683,0.01407,0.09436,0.00883,-0.03784,0.03969,0.43576,0.04053
conformal_intent_risk_filter,0.12000,5,576,0.25174,0.03547,0.02951,0.01383,0.18056,0.03144,0.16493,0.03033,0.07292,0.02125,0.03125,0.01422,0.06076,0.01953,0.37222,0.03855,0.06941,0.01265,0.09308,0.00881,0.00525,0.03549,0.43056,0.04047
conformal_intent_risk_filter,0.12000,6,576,0.26389,0.03603,0.03472,0.01496,0.16493,0.03033,0.14757,0.02899,0.07465,0.02148,0.04514,0.01697,0.05729,0.01900,0.36614,0.03835,0.07251,0.01355,0.09213,0.00881,0.02151,0.03491,0.42535,0.04041
