method,split,task,family,mean_success,ci95_success,mean_physical_violation,ci95_physical_violation,mean_human_burden,ci95_human_burden,mean_intent_error,ci95_intent_error,mean_overpromise,ci95_overpromise,mean_negotiation_rounds,ci95_negotiation_rounds,mean_total_cost,ci95_total_cost,groups,mean_regret_to_oracle
shared_autonomy_pomdp,delayed_human_feedback,collaborative_sorting,conflicting_safety_preference,0.6361,0.0524,0.1003,0.0337,0.1582,0.0195,0.3435,0.0459,0.1224,0.0397,1.0159,0.0248,0.3133,0.0064,7,0.1480
shared_autonomy_pomdp,delayed_human_feedback,collaborative_sorting,ergonomic_constraint,0.6310,0.0244,0.1241,0.0233,0.1531,0.0200,0.2959,0.0307,0.1071,0.0338,0.9105,0.0071,0.2928,0.0032,7,0.1207
shared_autonomy_pomdp,delayed_human_feedback,collaborative_sorting,load_sharing_mismatch,0.6190,0.0617,0.0986,0.0258,0.1446,0.0139,0.3163,0.0296,0.1207,0.0224,0.9603,0.0228,0.3046,0.0050,7,0.1531
shared_autonomy_pomdp,delayed_human_feedback,collaborative_sorting,occluded_human_goal,0.6293,0.0354,0.0612,0.0224,0.1786,0.0338,0.3078,0.0193,0.0782,0.0160,0.9979,0.0232,0.2940,0.0017,7,0.1565
shared_autonomy_pomdp,delayed_human_feedback,collaborative_sorting,role_switch_request,0.6395,0.0337,0.0799,0.0141,0.1684,0.0271,0.3333,0.0411,0.0901,0.0160,0.9984,0.0290,0.2972,0.0056,7,0.1241
shared_autonomy_pomdp,delayed_human_feedback,handover_grip_choice,ambiguous_intent,0.6224,0.0477,0.0697,0.0294,0.1667,0.0204,0.3452,0.0260,0.0884,0.0384,1.0261,0.0241,0.2913,0.0069,7,0.1310
shared_autonomy_pomdp,delayed_human_feedback,handover_grip_choice,asymmetric_reach,0.6497,0.0292,0.1105,0.0273,0.1956,0.0296,0.2925,0.0441,0.1071,0.0274,0.9413,0.0349,0.3023,0.0033,7,0.1071
shared_autonomy_pomdp,delayed_human_feedback,handover_grip_choice,conflicting_safety_preference,0.6514,0.0174,0.1514,0.0313,0.2058,0.0526,0.3418,0.0263,0.1088,0.0193,1.0598,0.0226,0.3256,0.0037,7,0.1497
shared_autonomy_pomdp,delayed_human_feedback,handover_grip_choice,ergonomic_constraint,0.6037,0.0431,0.0969,0.0241,0.1820,0.0309,0.2806,0.0374,0.1429,0.0404,0.9639,0.0151,0.3098,0.0035,7,0.1820
shared_autonomy_pomdp,delayed_human_feedback,handover_grip_choice,load_sharing_mismatch,0.6599,0.0325,0.1122,0.0221,0.1701,0.0296,0.3265,0.0441,0.1207,0.0187,0.9734,0.0299,0.3160,0.0042,7,0.1020
shared_autonomy_pomdp,delayed_human_feedback,handover_grip_choice,occluded_human_goal,0.6378,0.0337,0.0867,0.0348,0.1973,0.0341,0.3248,0.0406,0.0867,0.0202,1.0108,0.0343,0.3008,0.0014,7,0.1633
shared_autonomy_pomdp,delayed_human_feedback,handover_grip_choice,role_switch_request,0.6276,0.0195,0.0765,0.0215,0.2160,0.0369,0.3452,0.0374,0.1003,0.0143,1.0565,0.0246,0.3098,0.0062,7,0.1310
shared_autonomy_pomdp,delayed_human_feedback,tool_use_handoff,ambiguous_intent,0.6412,0.0343,0.0799,0.0182,0.2313,0.0317,0.3401,0.0317,0.0697,0.0119,1.0342,0.0303,0.3012,0.0020,7,0.1071
shared_autonomy_pomdp,delayed_human_feedback,tool_use_handoff,asymmetric_reach,0.5918,0.0440,0.1241,0.0370,0.2092,0.0591,0.2721,0.0365,0.1480,0.0274,0.9486,0.0245,0.3178,0.0042,7,0.1922
shared_autonomy_pomdp,delayed_human_feedback,tool_use_handoff,conflicting_safety_preference,0.6633,0.0380,0.1378,0.0243,0.2381,0.0401,0.3180,0.0413,0.1395,0.0422,1.0614,0.0245,0.3418,0.0034,7,0.1582
shared_autonomy_pomdp,delayed_human_feedback,tool_use_handoff,ergonomic_constraint,0.6310,0.0381,0.1293,0.0271,0.1973,0.0215,0.2891,0.0333,0.1156,0.0268,0.9894,0.0322,0.3180,0.0028,7,0.1752
shared_autonomy_pomdp,delayed_human_feedback,tool_use_handoff,load_sharing_mismatch,0.6224,0.0526,0.1003,0.0215,0.1871,0.0174,0.3078,0.0206,0.1667,0.0233,1.0005,0.0273,0.3348,0.0050,7,0.1361
shared_autonomy_pomdp,delayed_human_feedback,tool_use_handoff,occluded_human_goal,0.6378,0.0526,0.0918,0.0313,0.2347,0.0526,0.3690,0.0438,0.0884,0.0209,1.0559,0.0279,0.3111,0.0047,7,0.1429
shared_autonomy_pomdp,delayed_human_feedback,tool_use_handoff,role_switch_request,0.6139,0.0329,0.0986,0.0189,0.1990,0.0214,0.3554,0.0294,0.1020,0.0269,1.0588,0.0370,0.3212,0.0056,7,0.1599
shared_autonomy_pomdp,intent_ambiguity_shift,assisted_assembly,ambiguous_intent,0.6105,0.0304,0.0901,0.0143,0.2024,0.0394,0.3299,0.0287,0.0527,0.0112,0.8771,0.0202,0.2636,0.0053,7,0.1327
shared_autonomy_pomdp,intent_ambiguity_shift,assisted_assembly,asymmetric_reach,0.6207,0.0262,0.1224,0.0122,0.1497,0.0203,0.2959,0.0451,0.1327,0.0299,0.8068,0.0261,0.2792,0.0050,7,0.1752
shared_autonomy_pomdp,intent_ambiguity_shift,assisted_assembly,conflicting_safety_preference,0.6820,0.0182,0.1276,0.0333,0.1582,0.0167,0.3010,0.0253,0.1276,0.0243,0.8887,0.0383,0.3003,0.0056,7,0.1684
shared_autonomy_pomdp,intent_ambiguity_shift,assisted_assembly,ergonomic_constraint,0.6156,0.0449,0.1190,0.0334,0.1837,0.0333,0.2857,0.0301,0.1207,0.0320,0.8086,0.0213,0.2812,0.0087,7,0.1684
shared_autonomy_pomdp,intent_ambiguity_shift,assisted_assembly,load_sharing_mismatch,0.6463,0.0482,0.1378,0.0254,0.1497,0.0152,0.2857,0.0330,0.1463,0.0296,0.8458,0.0307,0.2965,0.0048,7,0.1650
shared_autonomy_pomdp,intent_ambiguity_shift,assisted_assembly,occluded_human_goal,0.6412,0.0369,0.0986,0.0237,0.1888,0.0200,0.3265,0.0309,0.0765,0.0313,0.8772,0.0297,0.2735,0.0035,7,0.1803
shared_autonomy_pomdp,intent_ambiguity_shift,assisted_assembly,role_switch_request,0.6633,0.0514,0.0935,0.0156,0.1633,0.0300,0.3197,0.0224,0.0969,0.0193,0.8929,0.0249,0.2863,0.0036,7,0.1616
shared_autonomy_pomdp,intent_ambiguity_shift,co_carry_doorway,ambiguous_intent,0.6259,0.0341,0.0748,0.0195,0.1871,0.0355,0.3146,0.0337,0.0629,0.0253,0.8462,0.0311,0.2619,0.0026,7,0.1599
shared_autonomy_pomdp,intent_ambiguity_shift,co_carry_doorway,asymmetric_reach,0.6378,0.0269,0.0986,0.0189,0.1939,0.0359,0.2806,0.0553,0.1241,0.0086,0.8058,0.0200,0.2923,0.0046,7,0.1480
shared_autonomy_pomdp,intent_ambiguity_shift,co_carry_doorway,conflicting_safety_preference,0.6718,0.0269,0.1310,0.0233,0.1735,0.0287,0.2891,0.0440,0.1241,0.0455,0.9065,0.0184,0.3152,0.0050,7,0.1497
shared_autonomy_pomdp,intent_ambiguity_shift,co_carry_doorway,ergonomic_constraint,0.6497,0.0274,0.1259,0.0329,0.1718,0.0196,0.2432,0.0325,0.1395,0.0248,0.8175,0.0252,0.2947,0.0032,7,0.1412
shared_autonomy_pomdp,intent_ambiguity_shift,co_carry_doorway,load_sharing_mismatch,0.7058,0.0485,0.1259,0.0143,0.1854,0.0259,0.2534,0.0431,0.1548,0.0301,0.8678,0.0249,0.3085,0.0036,7,0.1071
shared_autonomy_pomdp,intent_ambiguity_shift,co_carry_doorway,occluded_human_goal,0.6616,0.0582,0.0833,0.0310,0.1837,0.0296,0.2993,0.0492,0.0952,0.0260,0.8666,0.0192,0.2764,0.0031,7,0.1105
shared_autonomy_pomdp,intent_ambiguity_shift,co_carry_doorway,role_switch_request,0.6276,0.0296,0.1071,0.0135,0.1429,0.0306,0.2908,0.0325,0.1037,0.0359,0.8767,0.0263,0.2901,0.0047,7,0.1735
shared_autonomy_pomdp,intent_ambiguity_shift,collaborative_sorting,ambiguous_intent,0.6190,0.0404,0.0714,0.0260,0.1548,0.0297,0.2908,0.0506,0.0629,0.0084,0.8526,0.0270,0.2538,0.0039,7,0.1395
shared_autonomy_pomdp,intent_ambiguity_shift,collaborative_sorting,asymmetric_reach,0.6344,0.0359,0.1020,0.0190,0.1531,0.0219,0.2908,0.0429,0.0867,0.0248,0.7386,0.0407,0.2598,0.0057,7,0.1650
shared_autonomy_pomdp,intent_ambiguity_shift,collaborative_sorting,conflicting_safety_preference,0.6548,0.0450,0.1327,0.0312,0.1871,0.0226,0.3027,0.0596,0.0935,0.0200,0.8636,0.0254,0.2818,0.0030,7,0.1514
shared_autonomy_pomdp,intent_ambiguity_shift,collaborative_sorting,ergonomic_constraint,0.6344,0.0363,0.1190,0.0404,0.1650,0.0339,0.2568,0.0249,0.0969,0.0312,0.7763,0.0357,0.2625,0.0044,7,0.1480
shared_autonomy_pomdp,intent_ambiguity_shift,collaborative_sorting,load_sharing_mismatch,0.6344,0.0344,0.0901,0.0363,0.1531,0.0172,0.2619,0.0306,0.1156,0.0466,0.7823,0.0432,0.2709,0.0027,7,0.1293
shared_autonomy_pomdp,intent_ambiguity_shift,collaborative_sorting,occluded_human_goal,0.6565,0.0530,0.0731,0.0172,0.1752,0.0387,0.3333,0.0480,0.0765,0.0190,0.8545,0.0316,0.2629,0.0053,7,0.1054
shared_autonomy_pomdp,intent_ambiguity_shift,collaborative_sorting,role_switch_request,0.6378,0.0341,0.0782,0.0370,0.1718,0.0441,0.3078,0.0386,0.0850,0.0281,0.8338,0.0230,0.2666,0.0032,7,0.1429
shared_autonomy_pomdp,intent_ambiguity_shift,handover_grip_choice,ambiguous_intent,0.6156,0.0359,0.0510,0.0237,0.1599,0.0317,0.3078,0.0290,0.0578,0.0079,0.8811,0.0099,0.2581,0.0048,7,0.1786
shared_autonomy_pomdp,intent_ambiguity_shift,handover_grip_choice,asymmetric_reach,0.6395,0.0443,0.1088,0.0206,0.1565,0.0294,0.2687,0.0480,0.1139,0.0196,0.7791,0.0146,0.2717,0.0053,7,0.1837
shared_autonomy_pomdp,intent_ambiguity_shift,handover_grip_choice,conflicting_safety_preference,0.6905,0.0265,0.1241,0.0123,0.1701,0.0202,0.2704,0.0232,0.0952,0.0222,0.9016,0.0311,0.2918,0.0017,7,0.1139
shared_autonomy_pomdp,intent_ambiguity_shift,handover_grip_choice,ergonomic_constraint,0.6395,0.0278,0.0986,0.0214,0.1667,0.0342,0.2755,0.0376,0.1190,0.0322,0.8037,0.0242,0.2742,0.0024,7,0.1514
shared_autonomy_pomdp,intent_ambiguity_shift,handover_grip_choice,load_sharing_mismatch,0.6531,0.0430,0.1310,0.0438,0.1310,0.0216,0.2517,0.0396,0.1020,0.0215,0.8555,0.0278,0.2879,0.0029,7,0.1616
shared_autonomy_pomdp,intent_ambiguity_shift,handover_grip_choice,occluded_human_goal,0.6582,0.0543,0.0680,0.0167,0.1905,0.0274,0.3078,0.0307,0.0969,0.0285,0.8875,0.0278,0.2728,0.0040,7,0.1378
shared_autonomy_pomdp,intent_ambiguity_shift,handover_grip_choice,role_switch_request,0.6616,0.0466,0.1054,0.0339,0.1735,0.0296,0.3010,0.0485,0.1071,0.0216,0.8770,0.0199,0.2801,0.0052,7,0.1497
shared_autonomy_pomdp,intent_ambiguity_shift,tool_use_handoff,ambiguous_intent,0.5901,0.0419,0.0833,0.0274,0.1718,0.0443,0.3197,0.0267,0.0629,0.0220,0.8729,0.0261,0.2662,0.0019,7,0.2126
shared_autonomy_pomdp,intent_ambiguity_shift,tool_use_handoff,asymmetric_reach,0.6378,0.0516,0.1122,0.0238,0.1616,0.0190,0.2415,0.0208,0.1378,0.0227,0.8118,0.0286,0.2876,0.0063,7,0.1837
shared_autonomy_pomdp,intent_ambiguity_shift,tool_use_handoff,conflicting_safety_preference,0.6412,0.0164,0.1241,0.0367,0.1701,0.0287,0.3180,0.0329,0.1037,0.0159,0.9067,0.0263,0.3083,0.0072,7,0.2024
shared_autonomy_pomdp,intent_ambiguity_shift,tool_use_handoff,ergonomic_constraint,0.6378,0.0264,0.1207,0.0328,0.1667,0.0176,0.2636,0.0421,0.1310,0.0398,0.8018,0.0271,0.2855,0.0042,7,0.1633
shared_autonomy_pomdp,intent_ambiguity_shift,tool_use_handoff,load_sharing_mismatch,0.6616,0.0349,0.1156,0.0321,0.1531,0.0252,0.2687,0.0317,0.1361,0.0264,0.8768,0.0335,0.3017,0.0048,7,0.1241
shared_autonomy_pomdp,intent_ambiguity_shift,tool_use_handoff,occluded_human_goal,0.6582,0.0643,0.0935,0.0206,0.1769,0.0433,0.3333,0.0388,0.0833,0.0338,0.9082,0.0225,0.2803,0.0050,7,0.1224
shared_autonomy_pomdp,intent_ambiguity_shift,tool_use_handoff,role_switch_request,0.6667,0.0499,0.1003,0.0209,0.1718,0.0190,0.2891,0.0355,0.1071,0.0176,0.8943,0.0346,0.2903,0.0054,7,0.1361
shared_autonomy_pomdp,nominal,assisted_assembly,ambiguous_intent,0.6667,0.0455,0.0391,0.0159,0.1786,0.0435,0.2262,0.0356,0.0442,0.0084,0.7618,0.0427,0.2129,0.0019,7,0.1429
shared_autonomy_pomdp,nominal,assisted_assembly,asymmetric_reach,0.6769,0.0281,0.0833,0.0197,0.1684,0.0510,0.1837,0.0196,0.1224,0.0214,0.6922,0.0197,0.2260,0.0035,7,0.1105
shared_autonomy_pomdp,nominal,assisted_assembly,conflicting_safety_preference,0.7058,0.0383,0.0901,0.0175,0.1752,0.0566,0.2432,0.0233,0.1037,0.0195,0.7811,0.0155,0.2441,0.0045,7,0.1463
shared_autonomy_pomdp,nominal,assisted_assembly,ergonomic_constraint,0.7075,0.0143,0.0816,0.0180,0.1480,0.0329,0.2279,0.0336,0.0884,0.0215,0.6941,0.0185,0.2294,0.0017,7,0.1105
shared_autonomy_pomdp,nominal,assisted_assembly,load_sharing_mismatch,0.7109,0.0304,0.0799,0.0202,0.1565,0.0354,0.1939,0.0189,0.1139,0.0254,0.7247,0.0246,0.2375,0.0045,7,0.1395
shared_autonomy_pomdp,nominal,assisted_assembly,occluded_human_goal,0.6973,0.0175,0.0612,0.0094,0.1752,0.0202,0.2483,0.0497,0.0731,0.0129,0.7839,0.0211,0.2252,0.0027,7,0.1190
shared_autonomy_pomdp,nominal,assisted_assembly,role_switch_request,0.7041,0.0328,0.0680,0.0132,0.1378,0.0305,0.2211,0.0491,0.0816,0.0172,0.7504,0.0213,0.2248,0.0038,7,0.1395
shared_autonomy_pomdp,nominal,co_carry_doorway,ambiguous_intent,0.6684,0.0424,0.0578,0.0230,0.1548,0.0322,0.2313,0.0287,0.0425,0.0190,0.7600,0.0235,0.2137,0.0056,7,0.1241
shared_autonomy_pomdp,nominal,co_carry_doorway,asymmetric_reach,0.6565,0.0290,0.0646,0.0259,0.1412,0.0372,0.1633,0.0304,0.1122,0.0238,0.7403,0.0230,0.2349,0.0049,7,0.1616
shared_autonomy_pomdp,nominal,co_carry_doorway,conflicting_safety_preference,0.7075,0.0564,0.0867,0.0232,0.1837,0.0400,0.1939,0.0416,0.1003,0.0168,0.7799,0.0336,0.2507,0.0047,7,0.1241
shared_autonomy_pomdp,nominal,co_carry_doorway,ergonomic_constraint,0.7024,0.0364,0.0986,0.0373,0.1565,0.0393,0.1752,0.0287,0.0952,0.0191,0.7127,0.0265,0.2377,0.0041,7,0.1344
shared_autonomy_pomdp,nominal,co_carry_doorway,load_sharing_mismatch,0.7041,0.0213,0.0952,0.0161,0.1463,0.0282,0.1990,0.0122,0.1122,0.0221,0.7471,0.0196,0.2497,0.0048,7,0.1259
shared_autonomy_pomdp,nominal,co_carry_doorway,occluded_human_goal,0.6990,0.0309,0.0578,0.0241,0.1684,0.0303,0.2228,0.0195,0.0731,0.0294,0.7452,0.0147,0.2219,0.0031,7,0.1276
shared_autonomy_pomdp,nominal,co_carry_doorway,role_switch_request,0.7007,0.0421,0.0731,0.0164,0.1616,0.0360,0.2517,0.0290,0.0901,0.0264,0.7609,0.0264,0.2320,0.0032,7,0.1156
shared_autonomy_pomdp,nominal,collaborative_sorting,ambiguous_intent,0.6667,0.0269,0.0459,0.0224,0.1888,0.0448,0.2500,0.0371,0.0510,0.0182,0.7316,0.0202,0.2009,0.0030,7,0.1582
shared_autonomy_pomdp,nominal,collaborative_sorting,asymmetric_reach,0.6905,0.0169,0.0816,0.0252,0.1463,0.0253,0.1905,0.0260,0.0816,0.0180,0.6640,0.0392,0.2105,0.0043,7,0.1327
shared_autonomy_pomdp,nominal,collaborative_sorting,conflicting_safety_preference,0.6905,0.0249,0.0646,0.0203,0.1735,0.0521,0.1769,0.0257,0.0765,0.0397,0.7341,0.0156,0.2249,0.0053,7,0.1582
shared_autonomy_pomdp,nominal,collaborative_sorting,ergonomic_constraint,0.6684,0.0339,0.0850,0.0236,0.1207,0.0332,0.2143,0.0216,0.0952,0.0255,0.6797,0.0369,0.2143,0.0054,7,0.1190
shared_autonomy_pomdp,nominal,collaborative_sorting,load_sharing_mismatch,0.6922,0.0252,0.0884,0.0152,0.1531,0.0172,0.2041,0.0267,0.0748,0.0150,0.7090,0.0247,0.2195,0.0041,7,0.1139
shared_autonomy_pomdp,nominal,collaborative_sorting,occluded_human_goal,0.7058,0.0564,0.0391,0.0111,0.1718,0.0384,0.2126,0.0316,0.0442,0.0084,0.7332,0.0341,0.2097,0.0037,7,0.1207
shared_autonomy_pomdp,nominal,collaborative_sorting,role_switch_request,0.7194,0.0349,0.0697,0.0156,0.1565,0.0224,0.2415,0.0403,0.0765,0.0259,0.7269,0.0283,0.2176,0.0025,7,0.1037
shared_autonomy_pomdp,nominal,handover_grip_choice,ambiguous_intent,0.6905,0.0374,0.0425,0.0283,0.1480,0.0352,0.2313,0.0391,0.0442,0.0208,0.7594,0.0330,0.2104,0.0068,7,0.1207
shared_autonomy_pomdp,nominal,handover_grip_choice,asymmetric_reach,0.6667,0.0326,0.0646,0.0123,0.1565,0.0193,0.1922,0.0316,0.1003,0.0296,0.6842,0.0139,0.2190,0.0047,7,0.1497
shared_autonomy_pomdp,nominal,handover_grip_choice,conflicting_safety_preference,0.7262,0.0401,0.0867,0.0304,0.1701,0.0300,0.2160,0.0424,0.1122,0.0309,0.7689,0.0231,0.2339,0.0069,7,0.1327
shared_autonomy_pomdp,nominal,handover_grip_choice,ergonomic_constraint,0.7058,0.0208,0.0629,0.0226,0.1429,0.0364,0.1820,0.0189,0.1088,0.0172,0.6705,0.0377,0.2185,0.0047,7,0.1241
shared_autonomy_pomdp,nominal,handover_grip_choice,load_sharing_mismatch,0.7024,0.0338,0.0833,0.0144,0.1276,0.0313,0.2092,0.0249,0.1088,0.0187,0.7082,0.0338,0.2298,0.0038,7,0.1241
shared_autonomy_pomdp,nominal,handover_grip_choice,occluded_human_goal,0.7058,0.0248,0.0527,0.0047,0.1514,0.0226,0.2109,0.0214,0.0731,0.0187,0.7310,0.0219,0.2139,0.0047,7,0.1122
shared_autonomy_pomdp,nominal,handover_grip_choice,role_switch_request,0.7245,0.0316,0.0816,0.0262,0.1718,0.0441,0.2126,0.0246,0.0561,0.0084,0.7806,0.0162,0.2234,0.0036,7,0.1480
shared_autonomy_pomdp,nominal,tool_use_handoff,ambiguous_intent,0.6803,0.0482,0.0527,0.0152,0.1548,0.0279,0.2670,0.0313,0.0646,0.0221,0.7739,0.0351,0.2169,0.0040,7,0.1531
shared_autonomy_pomdp,nominal,tool_use_handoff,asymmetric_reach,0.6582,0.0287,0.0782,0.0264,0.1582,0.0380,0.1718,0.0374,0.1139,0.0329,0.7153,0.0245,0.2318,0.0045,7,0.1565
shared_autonomy_pomdp,nominal,tool_use_handoff,conflicting_safety_preference,0.6837,0.0636,0.1003,0.0325,0.1633,0.0387,0.2330,0.0391,0.0901,0.0259,0.7580,0.0289,0.2474,0.0048,7,0.1633
shared_autonomy_pomdp,nominal,tool_use_handoff,ergonomic_constraint,0.7160,0.0492,0.0799,0.0067,0.1650,0.0257,0.1854,0.0152,0.1088,0.0107,0.7402,0.0104,0.2343,0.0025,7,0.1105
shared_autonomy_pomdp,nominal,tool_use_handoff,load_sharing_mismatch,0.7075,0.0305,0.1156,0.0182,0.1361,0.0215,0.1990,0.0220,0.1207,0.0246,0.7350,0.0146,0.2408,0.0032,7,0.1207
shared_autonomy_pomdp,nominal,tool_use_handoff,occluded_human_goal,0.6888,0.0172,0.0595,0.0153,0.1565,0.0332,0.2126,0.0358,0.0952,0.0384,0.7527,0.0146,0.2243,0.0057,7,0.1344
shared_autonomy_pomdp,nominal,tool_use_handoff,role_switch_request,0.6837,0.0625,0.0697,0.0206,0.1650,0.0187,0.2228,0.0300,0.0884,0.0196,0.7758,0.0280,0.2296,0.0037,7,0.1378
static_role_policy,capability_shift,assisted_assembly,ambiguous_intent,0.5510,0.0321,0.1173,0.0336,0.0561,0.0214,0.3673,0.0379,0.2024,0.0423,0.3411,0.0160,0.2887,0.0062,7,0.2160
static_role_policy,capability_shift,assisted_assembly,asymmetric_reach,0.5561,0.0469,0.1752,0.0474,0.0493,0.0193,0.3265,0.0325,0.2840,0.0362,0.3599,0.0266,0.3163,0.0022,7,0.2398
static_role_policy,capability_shift,assisted_assembly,conflicting_safety_preference,0.5442,0.0359,0.1582,0.0141,0.0663,0.0221,0.3861,0.0426,0.2245,0.0200,0.3682,0.0244,0.3301,0.0043,7,0.2840
static_role_policy,capability_shift,assisted_assembly,ergonomic_constraint,0.5306,0.0349,0.1956,0.0360,0.0748,0.0195,0.3401,0.0469,0.2517,0.0200,0.3417,0.0285,0.3154,0.0048,7,0.2704
static_role_policy,capability_shift,assisted_assembly,load_sharing_mismatch,0.5068,0.0604,0.1769,0.0312,0.0493,0.0172,0.3350,0.0351,0.2704,0.0422,0.3647,0.0085,0.3268,0.0042,7,0.3129
static_role_policy,capability_shift,assisted_assembly,occluded_human_goal,0.5306,0.0345,0.1633,0.0366,0.0612,0.0164,0.3827,0.0224,0.2092,0.0274,0.3599,0.0306,0.3034,0.0046,7,0.2347
static_role_policy,capability_shift,assisted_assembly,role_switch_request,0.5289,0.0526,0.1548,0.0330,0.0510,0.0111,0.3299,0.0309,0.2636,0.0389,0.3509,0.0307,0.3115,0.0047,7,0.3129
static_role_policy,capability_shift,co_carry_doorway,ambiguous_intent,0.4762,0.0605,0.1582,0.0214,0.0595,0.0135,0.3690,0.0381,0.1990,0.0309,0.3377,0.0300,0.2896,0.0028,7,0.3112
static_role_policy,capability_shift,co_carry_doorway,asymmetric_reach,0.5187,0.0329,0.2024,0.0239,0.0493,0.0079,0.3588,0.0164,0.3027,0.0301,0.3589,0.0337,0.3262,0.0056,7,0.3214
static_role_policy,capability_shift,co_carry_doorway,conflicting_safety_preference,0.5459,0.0515,0.2126,0.0206,0.0544,0.0233,0.3571,0.0292,0.2636,0.0276,0.3986,0.0188,0.3421,0.0022,7,0.2806
static_role_policy,capability_shift,co_carry_doorway,ergonomic_constraint,0.5374,0.0433,0.2075,0.0203,0.0510,0.0195,0.3282,0.0227,0.2653,0.0167,0.3741,0.0311,0.3319,0.0043,7,0.2721
static_role_policy,capability_shift,co_carry_doorway,load_sharing_mismatch,0.5289,0.0613,0.2296,0.0237,0.0459,0.0187,0.3248,0.0377,0.3010,0.0340,0.3723,0.0245,0.3421,0.0023,7,0.3180
static_role_policy,capability_shift,co_carry_doorway,occluded_human_goal,0.5170,0.0196,0.1752,0.0237,0.0561,0.0214,0.3895,0.0352,0.2636,0.0107,0.3567,0.0216,0.3105,0.0019,7,0.2534
static_role_policy,capability_shift,co_carry_doorway,role_switch_request,0.5255,0.0271,0.1701,0.0440,0.0697,0.0148,0.3605,0.0474,0.2653,0.0132,0.3522,0.0328,0.3167,0.0024,7,0.2755
static_role_policy,capability_shift,collaborative_sorting,ambiguous_intent,0.5459,0.0276,0.1276,0.0337,0.0714,0.0239,0.3810,0.0265,0.1888,0.0257,0.3201,0.0247,0.2781,0.0027,7,0.1905
static_role_policy,capability_shift,collaborative_sorting,asymmetric_reach,0.4966,0.0387,0.1480,0.0183,0.0663,0.0221,0.3435,0.0593,0.2466,0.0463,0.3326,0.0329,0.2965,0.0067,7,0.2585
static_role_policy,capability_shift,collaborative_sorting,conflicting_safety_preference,0.5714,0.0426,0.1361,0.0521,0.0680,0.0214,0.3588,0.0290,0.2551,0.0264,0.3593,0.0209,0.3127,0.0047,7,0.2721
static_role_policy,capability_shift,collaborative_sorting,ergonomic_constraint,0.5255,0.0379,0.1684,0.0129,0.0782,0.0160,0.3299,0.0304,0.2279,0.0290,0.3241,0.0422,0.2964,0.0038,7,0.2415
static_role_policy,capability_shift,collaborative_sorting,load_sharing_mismatch,0.5119,0.0501,0.2041,0.0412,0.0544,0.0215,0.3384,0.0254,0.2551,0.0582,0.3562,0.0216,0.3111,0.0058,7,0.2891
static_role_policy,capability_shift,collaborative_sorting,occluded_human_goal,0.5493,0.0365,0.1480,0.0259,0.0782,0.0352,0.3656,0.0419,0.2075,0.0349,0.3452,0.0247,0.2928,0.0029,7,0.2262
static_role_policy,capability_shift,collaborative_sorting,role_switch_request,0.5680,0.0400,0.1497,0.0215,0.0544,0.0190,0.3231,0.0482,0.2330,0.0292,0.3479,0.0357,0.2944,0.0024,7,0.2568
static_role_policy,capability_shift,handover_grip_choice,ambiguous_intent,0.4643,0.0411,0.1378,0.0190,0.0595,0.0210,0.4201,0.0469,0.1905,0.0255,0.3231,0.0299,0.2826,0.0060,7,0.3231
static_role_policy,capability_shift,handover_grip_choice,asymmetric_reach,0.5391,0.0416,0.1871,0.0406,0.0612,0.0119,0.3469,0.0457,0.2381,0.0371,0.3446,0.0210,0.3098,0.0036,7,0.2500
static_role_policy,capability_shift,handover_grip_choice,conflicting_safety_preference,0.5442,0.0477,0.1701,0.0300,0.0680,0.0132,0.3741,0.0504,0.2517,0.0285,0.3564,0.0283,0.3223,0.0031,7,0.3010
static_role_policy,capability_shift,handover_grip_choice,ergonomic_constraint,0.5374,0.0379,0.1803,0.0271,0.0680,0.0220,0.3486,0.0317,0.2704,0.0208,0.3554,0.0322,0.3106,0.0055,7,0.2721
static_role_policy,capability_shift,handover_grip_choice,load_sharing_mismatch,0.5544,0.0317,0.1922,0.0492,0.0714,0.0161,0.3435,0.0365,0.2466,0.0309,0.3800,0.0196,0.3256,0.0020,7,0.2687
static_role_policy,capability_shift,handover_grip_choice,occluded_human_goal,0.5442,0.0340,0.1139,0.0400,0.0782,0.0112,0.3605,0.0377,0.1956,0.0553,0.3391,0.0164,0.2958,0.0049,7,0.2500
static_role_policy,capability_shift,handover_grip_choice,role_switch_request,0.5204,0.0282,0.1582,0.0296,0.0782,0.0175,0.4099,0.0443,0.2296,0.0352,0.3876,0.0256,0.3075,0.0035,7,0.2619
static_role_policy,capability_shift,tool_use_handoff,ambiguous_intent,0.4864,0.0399,0.1616,0.0238,0.0646,0.0112,0.3997,0.0329,0.1837,0.0429,0.3571,0.0126,0.2917,0.0050,7,0.2721
static_role_policy,capability_shift,tool_use_handoff,asymmetric_reach,0.5102,0.0343,0.1854,0.0329,0.0731,0.0241,0.3299,0.0325,0.2653,0.0278,0.3501,0.0164,0.3182,0.0029,7,0.2993
static_role_policy,capability_shift,tool_use_handoff,conflicting_safety_preference,0.5272,0.0344,0.1956,0.0321,0.0527,0.0190,0.3605,0.0366,0.2806,0.0419,0.3487,0.0338,0.3380,0.0056,7,0.3146
static_role_policy,capability_shift,tool_use_handoff,ergonomic_constraint,0.5272,0.0232,0.1888,0.0386,0.0561,0.0237,0.3571,0.0364,0.2755,0.0271,0.3514,0.0225,0.3223,0.0065,7,0.2653
