method,split,stress_level,seed,rows,success,ci95_success,physical_violation,ci95_physical_violation,human_burden,ci95_human_burden,intent_error,ci95_intent_error,overpromise,ci95_overpromise,autonomy_conflict,ci95_autonomy_conflict,unnecessary_query,ci95_unnecessary_query,negotiation_rounds,ci95_negotiation_rounds,ece,ci95_ece,regret,ci95_regret,utility,ci95_utility
inverse_rl_intent_pomdp,stress_07,0.77778,7,48,0.56250,0.05966,0.17708,0.04805,0.18403,0.04154,0.29167,0.05545,0.28472,0.05050,0.05903,0.02996,0.00347,0.00681,0.63646,0.01824,0.31806,0.02889,0.23840,0.00686,-0.00014,0.08824
inverse_rl_intent_pomdp,stress_07,0.77778,8,48,0.54514,0.05304,0.17708,0.04903,0.27083,0.05019,0.34722,0.04332,0.21528,0.05234,0.05556,0.02808,0.00347,0.00681,0.63478,0.01882,0.31963,0.02774,0.23984,0.00596,-0.04609,0.07620
inverse_rl_intent_pomdp,stress_07,0.77778,9,48,0.60069,0.05393,0.19792,0.04526,0.22917,0.04626,0.27431,0.05629,0.28125,0.04974,0.07292,0.02903,0.00347,0.00681,0.63335,0.01845,0.33225,0.02613,0.23866,0.00597,-0.00146,0.08176
inverse_rl_intent_pomdp,stress_08,0.88889,0,48,0.54167,0.05372,0.17361,0.04453,0.26736,0.04210,0.33681,0.05371,0.26389,0.05657,0.10764,0.03572,0.00347,0.00681,0.66798,0.01953,0.32671,0.02524,0.24342,0.00668,-0.07772,0.08584
inverse_rl_intent_pomdp,stress_08,0.88889,1,48,0.53125,0.05022,0.20486,0.05076,0.21528,0.05584,0.29514,0.05259,0.25000,0.05327,0.09028,0.03069,0.01042,0.01153,0.66969,0.01944,0.34375,0.02748,0.24454,0.00687,-0.07425,0.09021
inverse_rl_intent_pomdp,stress_08,0.88889,2,48,0.54861,0.06225,0.21528,0.04660,0.29514,0.04789,0.32639,0.05324,0.23958,0.04655,0.10417,0.03170,0.00694,0.00952,0.66908,0.01973,0.34586,0.02695,0.24491,0.00626,-0.11417,0.08559
inverse_rl_intent_pomdp,stress_08,0.88889,3,48,0.52083,0.06275,0.21528,0.04859,0.24306,0.04558,0.37153,0.06755,0.31597,0.05855,0.08333,0.03226,0.00694,0.00952,0.66983,0.01955,0.34975,0.02667,0.24449,0.00680,-0.16128,0.10056
inverse_rl_intent_pomdp,stress_08,0.88889,4,48,0.51389,0.06215,0.18750,0.05294,0.22569,0.04813,0.36458,0.05726,0.28819,0.05214,0.08681,0.03766,0.00000,0.00000,0.67200,0.01969,0.33399,0.02978,0.24492,0.00636,-0.11541,0.09751
inverse_rl_intent_pomdp,stress_08,0.88889,5,48,0.56597,0.05565,0.19792,0.04630,0.21875,0.04257,0.30556,0.05268,0.30556,0.04596,0.06597,0.02875,0.00694,0.00952,0.67075,0.01929,0.33943,0.02666,0.24316,0.00716,-0.05390,0.07634
inverse_rl_intent_pomdp,stress_08,0.88889,6,48,0.54861,0.05668,0.20486,0.04587,0.29861,0.05234,0.38542,0.04367,0.23958,0.05045,0.07986,0.02916,0.00347,0.00681,0.66960,0.01989,0.34429,0.02446,0.24446,0.00627,-0.11817,0.07828
inverse_rl_intent_pomdp,stress_08,0.88889,7,48,0.57986,0.06073,0.20833,0.04510,0.22222,0.04277,0.28472,0.04956,0.30208,0.05207,0.07986,0.02749,0.00000,0.00000,0.66757,0.01935,0.34433,0.02626,0.24342,0.00667,-0.04626,0.08681
inverse_rl_intent_pomdp,stress_08,0.88889,8,48,0.57986,0.05501,0.19792,0.04312,0.25000,0.04562,0.27083,0.05556,0.29861,0.05751,0.09028,0.03634,0.00347,0.00681,0.66942,0.01995,0.34270,0.02297,0.24364,0.00627,-0.04525,0.08011
inverse_rl_intent_pomdp,stress_08,0.88889,9,48,0.58681,0.06073,0.15278,0.04107,0.22222,0.04596,0.32639,0.04761,0.29861,0.05498,0.07986,0.03368,0.00347,0.00681,0.66904,0.01980,0.31606,0.02391,0.24511,0.00647,0.00686,0.08730
inverse_rl_intent_pomdp,stress_09,1.00000,0,48,0.53819,0.06321,0.20833,0.04715,0.31250,0.05112,0.37153,0.05523,0.29167,0.05192,0.12500,0.03829,0.01736,0.01456,0.70316,0.02059,0.35165,0.02571,0.24897,0.00629,-0.17324,0.08907
inverse_rl_intent_pomdp,stress_09,1.00000,1,48,0.50000,0.07081,0.21528,0.04453,0.25000,0.04127,0.36111,0.06253,0.30903,0.04862,0.08681,0.02916,0.00347,0.00681,0.70337,0.02062,0.35722,0.02387,0.24934,0.00712,-0.18105,0.10342
inverse_rl_intent_pomdp,stress_09,1.00000,2,48,0.52778,0.06328,0.18403,0.05349,0.25694,0.05584,0.36458,0.06047,0.31597,0.05076,0.10417,0.03590,0.00000,0.00000,0.70427,0.02082,0.34182,0.02768,0.24985,0.00688,-0.13097,0.10401
inverse_rl_intent_pomdp,stress_09,1.00000,3,48,0.54514,0.06578,0.19097,0.03889,0.26389,0.04332,0.31250,0.04827,0.29514,0.04886,0.09375,0.03212,0.00694,0.00952,0.70355,0.02027,0.34512,0.02181,0.24819,0.00724,-0.09564,0.08543
inverse_rl_intent_pomdp,stress_09,1.00000,4,48,0.54514,0.05975,0.22569,0.04509,0.28819,0.05480,0.37847,0.05030,0.23958,0.04552,0.09722,0.03346,0.00694,0.00952,0.70332,0.02066,0.36289,0.02337,0.24970,0.00657,-0.14447,0.07823
inverse_rl_intent_pomdp,stress_09,1.00000,5,48,0.55208,0.06008,0.20833,0.04715,0.25347,0.04456,0.30208,0.04731,0.30903,0.04561,0.09028,0.03069,0.00000,0.00000,0.70122,0.02025,0.35259,0.02540,0.24871,0.00684,-0.10247,0.07987
inverse_rl_intent_pomdp,stress_09,1.00000,6,48,0.53819,0.05774,0.19444,0.04165,0.27431,0.05192,0.28819,0.04739,0.29167,0.05545,0.09722,0.03746,0.00347,0.00681,0.70351,0.02106,0.35107,0.02103,0.24904,0.00678,-0.10162,0.07591
inverse_rl_intent_pomdp,stress_09,1.00000,7,48,0.60764,0.05712,0.17708,0.04394,0.22222,0.04596,0.37500,0.05192,0.31944,0.05223,0.09028,0.03885,0.00347,0.00681,0.70249,0.02093,0.33955,0.02344,0.25034,0.00686,-0.02970,0.08423
inverse_rl_intent_pomdp,stress_09,1.00000,8,48,0.51736,0.06321,0.17361,0.04761,0.29514,0.04789,0.35417,0.04083,0.30208,0.04927,0.10069,0.03605,0.00000,0.00000,0.70235,0.02021,0.33670,0.02447,0.24812,0.00650,-0.13706,0.09370
inverse_rl_intent_pomdp,stress_09,1.00000,9,48,0.52083,0.05383,0.25347,0.05501,0.22917,0.04827,0.32639,0.05324,0.32292,0.04998,0.09028,0.03220,0.00694,0.00952,0.70174,0.02051,0.37780,0.02638,0.25044,0.00625,-0.18734,0.08841
oracle_joint_intent_capability_planner,stress_00,0.00000,0,48,0.86111,0.03416,0.01042,0.01153,0.09722,0.03346,0.11111,0.03416,0.01389,0.01317,0.00347,0.00681,0.00347,0.00681,0.57409,0.02256,0.01042,0.01153,0.00000,0.00000,0.72963,0.04237
oracle_joint_intent_capability_planner,stress_00,0.00000,1,48,0.84375,0.03818,0.00000,0.00000,0.11458,0.03391,0.14583,0.03845,0.02083,0.01852,0.00347,0.00681,0.00347,0.00681,0.57562,0.02284,0.00000,0.00000,0.00000,0.00000,0.70063,0.05258
oracle_joint_intent_capability_planner,stress_00,0.00000,2,48,0.86111,0.04049,0.00000,0.00000,0.08681,0.03368,0.13194,0.04005,0.01042,0.01153,0.00000,0.00000,0.00000,0.00000,0.57626,0.02333,0.00000,0.00000,0.00000,0.00000,0.74171,0.04235
oracle_joint_intent_capability_planner,stress_00,0.00000,3,48,0.85764,0.04561,0.00347,0.00681,0.10069,0.03979,0.12847,0.03670,0.01736,0.01456,0.00347,0.00681,0.00000,0.00000,0.57452,0.02332,0.00347,0.00681,0.00000,0.00000,0.72537,0.05127
oracle_joint_intent_capability_planner,stress_00,0.00000,4,48,0.86111,0.03552,0.00347,0.00681,0.11111,0.03127,0.19444,0.04596,0.02778,0.02025,0.00000,0.00000,0.00347,0.00681,0.57645,0.02326,0.00347,0.00681,0.00000,0.00000,0.69663,0.04178
oracle_joint_intent_capability_planner,stress_00,0.00000,5,48,0.84722,0.03991,0.00000,0.00000,0.09722,0.03618,0.13194,0.03762,0.03472,0.02374,0.00347,0.00681,0.00000,0.00000,0.57303,0.02395,0.00000,0.00000,0.00000,0.00000,0.71180,0.04655
oracle_joint_intent_capability_planner,stress_00,0.00000,6,48,0.87500,0.04510,0.00000,0.00000,0.09722,0.03618,0.10069,0.03734,0.01389,0.01637,0.00000,0.00000,0.00000,0.00000,0.57581,0.02270,0.00000,0.00000,0.00000,0.00000,0.76027,0.04954
oracle_joint_intent_capability_planner,stress_00,0.00000,7,48,0.88542,0.03787,0.00347,0.00681,0.10764,0.03572,0.19097,0.04349,0.01736,0.01456,0.00000,0.00000,0.00000,0.00000,0.57703,0.02271,0.00347,0.00681,0.00000,0.00000,0.72889,0.03876
oracle_joint_intent_capability_planner,stress_00,0.00000,8,48,0.84028,0.04453,0.00000,0.00000,0.10764,0.04182,0.11458,0.04029,0.02778,0.01776,0.00694,0.00952,0.00000,0.00000,0.57564,0.02318,0.00000,0.00000,0.00000,0.00000,0.70806,0.05317
oracle_joint_intent_capability_planner,stress_00,0.00000,9,48,0.83681,0.03950,0.00000,0.00000,0.12153,0.03734,0.14931,0.04038,0.00694,0.00952,0.00000,0.00000,0.00347,0.00681,0.57631,0.02328,0.00000,0.00000,0.00000,0.00000,0.69615,0.04949
oracle_joint_intent_capability_planner,stress_01,0.11111,0,48,0.84375,0.04500,0.00694,0.00952,0.12847,0.04376,0.13889,0.04165,0.02083,0.01852,0.00000,0.00000,0.00000,0.00000,0.62861,0.02530,0.00694,0.00952,0.00000,0.00000,0.68794,0.04941
oracle_joint_intent_capability_planner,stress_01,0.11111,1,48,0.85764,0.04125,0.00694,0.00952,0.11806,0.04122,0.13194,0.03885,0.02083,0.01576,0.01042,0.01153,0.00000,0.00000,0.62555,0.02516,0.00694,0.00952,0.00000,0.00000,0.70640,0.05140
oracle_joint_intent_capability_planner,stress_01,0.11111,2,48,0.86458,0.03460,0.00694,0.00952,0.13889,0.03809,0.20833,0.05007,0.04167,0.02480,0.00000,0.00000,0.00347,0.00681,0.62715,0.02477,0.00694,0.00952,0.00000,0.00000,0.67010,0.04195
oracle_joint_intent_capability_planner,stress_01,0.11111,3,48,0.83681,0.04182,0.00000,0.00000,0.12500,0.04295,0.17014,0.04068,0.04861,0.02911,0.00000,0.00000,0.00000,0.00000,0.62431,0.02568,0.00000,0.00000,0.00000,0.00000,0.66764,0.04996
oracle_joint_intent_capability_planner,stress_01,0.11111,4,48,0.83681,0.05006,0.00347,0.00681,0.11111,0.03552,0.11806,0.03634,0.02778,0.02448,0.00000,0.00000,0.00000,0.00000,0.62586,0.02492,0.00347,0.00681,0.00000,0.00000,0.69728,0.05838
oracle_joint_intent_capability_planner,stress_01,0.11111,5,48,0.86458,0.03970,0.00347,0.00681,0.14236,0.04456,0.22222,0.05085,0.03125,0.02099,0.00000,0.00000,0.00000,0.00000,0.62634,0.02459,0.00347,0.00681,0.00000,0.00000,0.67271,0.04395
oracle_joint_intent_capability_planner,stress_01,0.11111,6,48,0.82292,0.05274,0.00000,0.00000,0.15278,0.04847,0.11806,0.03885,0.04514,0.02330,0.00347,0.00681,0.00347,0.00681,0.62525,0.02505,0.00000,0.00000,0.00000,0.00000,0.65902,0.06536
oracle_joint_intent_capability_planner,stress_01,0.11111,7,48,0.84028,0.03762,0.00347,0.00681,0.19097,0.05053,0.17014,0.04294,0.01042,0.01153,0.00000,0.00000,0.00347,0.00681,0.62684,0.02518,0.00347,0.00681,0.00000,0.00000,0.65251,0.05312
oracle_joint_intent_capability_planner,stress_01,0.11111,8,48,0.85069,0.03920,0.00000,0.00000,0.13194,0.03634,0.15972,0.04122,0.02083,0.01576,0.00000,0.00000,0.01042,0.01153,0.62647,0.02463,0.00000,0.00000,0.00000,0.00000,0.69173,0.04579
oracle_joint_intent_capability_planner,stress_01,0.11111,9,48,0.85764,0.04125,0.00347,0.00681,0.11806,0.03220,0.16319,0.03950,0.02431,0.01682,0.00347,0.00681,0.00347,0.00681,0.62680,0.02480,0.00347,0.00681,0.00000,0.00000,0.69894,0.04642
oracle_joint_intent_capability_planner,stress_02,0.22222,0,48,0.85069,0.04483,0.01736,0.01751,0.16319,0.04403,0.20139,0.05234,0.05903,0.03150,0.00000,0.00000,0.00000,0.00000,0.67804,0.02664,0.01736,0.01751,0.00000,0.00000,0.62658,0.05230
oracle_joint_intent_capability_planner,stress_02,0.22222,1,48,0.82639,0.04453,0.00000,0.00000,0.16667,0.04350,0.16319,0.04509,0.05556,0.03274,0.00347,0.00681,0.00000,0.00000,0.67650,0.02756,0.00000,0.00000,0.00000,0.00000,0.63395,0.05098
oracle_joint_intent_capability_planner,stress_02,0.22222,2,48,0.82292,0.05537,0.01042,0.01153,0.13889,0.03809,0.13542,0.03849,0.04861,0.02744,0.00000,0.00000,0.00000,0.00000,0.67826,0.02689,0.01042,0.01153,0.00000,0.00000,0.64525,0.06095
oracle_joint_intent_capability_planner,stress_02,0.22222,3,48,0.85417,0.04083,0.00694,0.00952,0.16319,0.04509,0.22222,0.05177,0.03125,0.02099,0.00000,0.00000,0.00000,0.00000,0.67703,0.02653,0.00694,0.00952,0.00000,0.00000,0.64632,0.04589
oracle_joint_intent_capability_planner,stress_02,0.22222,4,48,0.82986,0.05100,0.01042,0.01153,0.17708,0.04394,0.13542,0.04731,0.05556,0.02634,0.00347,0.00681,0.00347,0.00681,0.67626,0.02708,0.01042,0.01153,0.00000,0.00000,0.63011,0.06687
oracle_joint_intent_capability_planner,stress_02,0.22222,5,48,0.83333,0.04127,0.00000,0.00000,0.21181,0.05030,0.19792,0.04087,0.02083,0.01576,0.00000,0.00000,0.00000,0.00000,0.67766,0.02719,0.00000,0.00000,0.00000,0.00000,0.62379,0.05018
oracle_joint_intent_capability_planner,stress_02,0.22222,6,48,0.85417,0.03720,0.01042,0.01153,0.14583,0.04309,0.17014,0.04911,0.03819,0.02003,0.00000,0.00000,0.01042,0.01153,0.67709,0.02645,0.01042,0.01153,0.00000,0.00000,0.66361,0.04444
oracle_joint_intent_capability_planner,stress_02,0.22222,7,48,0.85069,0.04376,0.00694,0.00952,0.16319,0.04403,0.15972,0.04122,0.02431,0.01682,0.00347,0.00681,0.00347,0.00681,0.67772,0.02653,0.00694,0.00952,0.00000,0.00000,0.66604,0.04794
oracle_joint_intent_capability_planner,stress_02,0.22222,8,48,0.81597,0.04483,0.01389,0.01317,0.18750,0.05294,0.17361,0.04122,0.03472,0.02166,0.00000,0.00000,0.00347,0.00681,0.67721,0.02681,0.01389,0.01317,0.00000,0.00000,0.60406,0.05631
oracle_joint_intent_capability_planner,stress_02,0.22222,9,48,0.82292,0.04805,0.00694,0.01361,0.15278,0.03991,0.15278,0.04439,0.02431,0.01682,0.00347,0.00681,0.00000,0.00000,0.67877,0.02651,0.00694,0.01361,0.00000,0.00000,0.64613,0.05866
oracle_joint_intent_capability_planner,stress_03,0.33333,0,48,0.81597,0.05169,0.02431,0.01943,0.17014,0.04294,0.14931,0.04038,0.06944,0.02891,0.00000,0.00000,0.00000,0.00000,0.72965,0.02855,0.02439,0.01944,0.00000,0.00000,0.59212,0.06158
oracle_joint_intent_capability_planner,stress_03,0.33333,1,48,0.84028,0.04005,0.01736,0.01456,0.19792,0.03970,0.23958,0.05229,0.04861,0.02374,0.00000,0.00000,0.00000,0.00000,0.72902,0.02850,0.01755,0.01459,0.00000,0.00000,0.58875,0.04756
oracle_joint_intent_capability_planner,stress_03,0.33333,2,48,0.82292,0.05092,0.02431,0.01943,0.19097,0.04764,0.17361,0.04956,0.05903,0.02662,0.00000,0.00000,0.00347,0.00681,0.72678,0.02913,0.02442,0.01942,0.00000,0.00000,0.58490,0.07339
oracle_joint_intent_capability_planner,stress_03,0.33333,3,48,0.81597,0.04154,0.01389,0.01637,0.24306,0.05412,0.20139,0.04122,0.03472,0.02166,0.00000,0.00000,0.00000,0.00000,0.72888,0.02890,0.01417,0.01635,0.00000,0.00000,0.56687,0.05317
oracle_joint_intent_capability_planner,stress_03,0.33333,4,48,0.82986,0.04509,0.02083,0.01576,0.18403,0.05169,0.20139,0.05143,0.04514,0.02330,0.00000,0.00000,0.01042,0.01153,0.72895,0.02862,0.02092,0.01577,0.00000,0.00000,0.59365,0.05526
oracle_joint_intent_capability_planner,stress_03,0.33333,5,48,0.82986,0.05192,0.02431,0.01943,0.17014,0.04613,0.18403,0.04376,0.03819,0.02226,0.00347,0.00681,0.00347,0.00681,0.72905,0.02831,0.02444,0.01941,0.00000,0.00000,0.60569,0.05863
oracle_joint_intent_capability_planner,stress_03,0.33333,6,48,0.80208,0.04526,0.02431,0.01943,0.20139,0.05584,0.19444,0.04277,0.04167,0.02281,0.00000,0.00000,0.00694,0.00952,0.72837,0.02861,0.02436,0.01942,0.00000,0.00000,0.55868,0.06135
oracle_joint_intent_capability_planner,stress_03,0.33333,7,48,0.81597,0.04982,0.02083,0.02092,0.17361,0.04005,0.16319,0.03950,0.04514,0.02330,0.00000,0.00000,0.00000,0.00000,0.72950,0.02829,0.02113,0.02095,0.00000,0.00000,0.59997,0.05775
oracle_joint_intent_capability_planner,stress_03,0.33333,8,48,0.81944,0.04648,0.01389,0.01317,0.17708,0.03818,0.17014,0.04509,0.06250,0.03018,0.00000,0.00000,0.00347,0.00681,0.72753,0.02803,0.01398,0.01323,0.00000,0.00000,0.59907,0.05855
oracle_joint_intent_capability_planner,stress_03,0.33333,9,48,0.82639,0.04453,0.01736,0.01456,0.21875,0.04780,0.19097,0.04349,0.05556,0.02634,0.00000,0.00000,0.00347,0.00681,0.72991,0.02832,0.01745,0.01455,0.00000,0.00000,0.57857,0.05838
oracle_joint_intent_capability_planner,stress_04,0.44444,0,48,0.81250,0.05383,0.02431,0.01943,0.22222,0.05357,0.20139,0.04761,0.08333,0.03226,0.00000,0.00000,0.00347,0.00681,0.77878,0.03103,0.02595,0.01941,0.00000,0.00000,0.53725,0.07816
oracle_joint_intent_capability_planner,stress_04,0.44444,1,48,0.79861,0.04558,0.01736,0.01456,0.24653,0.05995,0.22569,0.03950,0.06597,0.03187,0.00000,0.00000,0.00000,0.00000,0.78004,0.03095,0.01930,0.01485,0.00000,0.00000,0.51946,0.05190
oracle_joint_intent_capability_planner,stress_04,0.44444,2,48,0.82986,0.04813,0.03472,0.01935,0.21181,0.04838,0.19444,0.04895,0.06597,0.02706,0.00000,0.00000,0.00694,0.00952,0.77987,0.03041,0.03620,0.01939,0.00000,0.00000,0.55699,0.06215
oracle_joint_intent_capability_planner,stress_04,0.44444,3,48,0.82986,0.04613,0.03125,0.02509,0.20833,0.04510,0.19097,0.04561,0.05903,0.02996,0.00347,0.00681,0.00347,0.00681,0.77910,0.03032,0.03291,0.02502,0.00000,0.00000,0.56643,0.05824
oracle_joint_intent_capability_planner,stress_04,0.44444,4,48,0.79514,0.04376,0.02778,0.02025,0.25000,0.05238,0.22569,0.03950,0.06944,0.02722,0.00000,0.00000,0.00694,0.00952,0.77845,0.03053,0.02910,0.02047,0.00000,0.00000,0.50006,0.05758
oracle_joint_intent_capability_planner,stress_04,0.44444,5,48,0.80556,0.05085,0.03125,0.02509,0.19792,0.04927,0.19097,0.05053,0.06597,0.03035,0.00347,0.00681,0.00000,0.00000,0.77937,0.03032,0.03292,0.02520,0.00000,0.00000,0.54461,0.06256
oracle_joint_intent_capability_planner,stress_04,0.44444,6,48,0.83333,0.04665,0.01042,0.01153,0.19097,0.04238,0.21181,0.04739,0.07292,0.03494,0.00000,0.00000,0.00347,0.00681,0.77786,0.03011,0.01221,0.01154,0.00000,0.00000,0.58874,0.05653
oracle_joint_intent_capability_planner,stress_04,0.44444,7,48,0.80556,0.04596,0.03819,0.02226,0.28125,0.05684,0.20833,0.04183,0.05903,0.02834,0.00000,0.00000,0.00347,0.00681,0.78146,0.03028,0.03996,0.02220,0.00000,0.00000,0.49561,0.05836
oracle_joint_intent_capability_planner,stress_04,0.44444,8,48,0.82639,0.05143,0.02778,0.02025,0.21181,0.04535,0.18056,0.04545,0.07292,0.03061,0.00000,0.00000,0.00694,0.00952,0.78054,0.03064,0.02928,0.02027,0.00000,0.00000,0.56307,0.06111
oracle_joint_intent_capability_planner,stress_04,0.44444,9,48,0.85069,0.04038,0.02778,0.02025,0.22222,0.05085,0.21181,0.04429,0.07639,0.03634,0.00694,0.00952,0.00694,0.00952,0.78208,0.03053,0.02944,0.02019,0.00000,0.00000,0.56819,0.05890
oracle_joint_intent_capability_planner,stress_05,0.55556,0,48,0.82639,0.04235,0.04861,0.02566,0.23958,0.05407,0.20833,0.04614,0.08681,0.03638,0.00000,0.00000,0.00000,0.00000,0.83138,0.03201,0.05412,0.02559,0.00000,0.00000,0.51008,0.05703
oracle_joint_intent_capability_planner,stress_05,0.55556,1,48,0.80903,0.04456,0.03125,0.02509,0.22917,0.05112,0.20833,0.04510,0.06944,0.03346,0.00347,0.00681,0.00347,0.00681,0.83112,0.03192,0.03702,0.02499,0.00000,0.00000,0.52261,0.05104
oracle_joint_intent_capability_planner,stress_05,0.55556,2,48,0.79167,0.04510,0.04861,0.03069,0.28125,0.05341,0.23264,0.04535,0.07986,0.02749,0.00000,0.00000,0.00694,0.00952,0.82948,0.03256,0.05320,0.03101,0.00000,0.00000,0.44943,0.06458
oracle_joint_intent_capability_planner,stress_05,0.55556,3,48,0.80556,0.04991,0.02083,0.01852,0.24306,0.05668,0.21181,0.04838,0.07639,0.03634,0.00347,0.00681,0.00000,0.00000,0.82976,0.03188,0.02670,0.01916,0.00000,0.00000,0.52087,0.06072
oracle_joint_intent_capability_planner,stress_05,0.55556,4,48,0.81250,0.04523,0.01389,0.01317,0.21181,0.04838,0.22917,0.04924,0.07986,0.03638,0.00347,0.00681,0.00000,0.00000,0.83015,0.03221,0.02024,0.01362,0.00000,0.00000,0.54228,0.05239
oracle_joint_intent_capability_planner,stress_05,0.55556,5,48,0.79861,0.04453,0.05556,0.03127,0.28819,0.05393,0.23264,0.04739,0.06944,0.02891,0.00000,0.00000,0.00694,0.00952,0.83285,0.03199,0.06134,0.03101,0.00000,0.00000,0.44971,0.06682
oracle_joint_intent_capability_planner,stress_05,0.55556,6,48,0.83333,0.04665,0.03819,0.02226,0.23958,0.04116,0.19444,0.04386,0.07639,0.03501,0.00000,0.00000,0.00694,0.00952,0.83116,0.03261,0.04404,0.02244,0.00000,0.00000,0.53653,0.06009
oracle_joint_intent_capability_planner,stress_05,0.55556,7,48,0.85764,0.04009,0.03819,0.02226,0.24306,0.04956,0.23264,0.04838,0.07986,0.03224,0.00694,0.00952,0.00694,0.00952,0.83327,0.03248,0.04382,0.02206,0.00000,0.00000,0.54241,0.06141
oracle_joint_intent_capability_planner,stress_05,0.55556,8,48,0.80903,0.04764,0.03125,0.02099,0.19792,0.04731,0.17361,0.04558,0.07639,0.03069,0.00694,0.00952,0.00000,0.00000,0.83291,0.03195,0.03668,0.02138,0.00000,0.00000,0.54584,0.05930
oracle_joint_intent_capability_planner,stress_05,0.55556,9,48,0.82639,0.05143,0.03819,0.02226,0.22917,0.04417,0.17014,0.04182,0.08333,0.03507,0.01042,0.01153,0.00000,0.00000,0.83086,0.03211,0.04414,0.02228,0.00000,0.00000,0.53848,0.07201
oracle_joint_intent_capability_planner,stress_06,0.66667,0,48,0.77431,0.04613,0.06250,0.03845,0.28125,0.05515,0.23958,0.04854,0.11111,0.03416,0.00000,0.00000,0.00694,0.00952,0.88007,0.03426,0.07222,0.03850,0.00000,0.00000,0.39795,0.06922
oracle_joint_intent_capability_planner,stress_06,0.66667,1,48,0.79861,0.05050,0.02778,0.02246,0.25694,0.05050,0.23264,0.04935,0.12847,0.04376,0.00347,0.00681,0.00000,0.00000,0.88082,0.03381,0.04017,0.02383,0.00000,0.00000,0.46719,0.05735
oracle_joint_intent_capability_planner,stress_06,0.66667,2,48,0.79167,0.04912,0.03125,0.01860,0.25347,0.05146,0.26389,0.05488,0.09028,0.03501,0.00347,0.00681,0.00000,0.00000,0.88138,0.03419,0.04414,0.01880,0.00000,0.00000,0.46342,0.05639
oracle_joint_intent_capability_planner,stress_06,0.66667,3,48,0.76042,0.04951,0.06250,0.03170,0.29514,0.05349,0.22917,0.04523,0.10069,0.03187,0.01042,0.01153,0.00694,0.00952,0.88399,0.03352,0.07484,0.03102,0.00000,0.00000,0.38263,0.06905
oracle_joint_intent_capability_planner,stress_06,0.66667,4,48,0.83333,0.03767,0.06597,0.03035,0.25000,0.04127,0.21528,0.05234,0.08333,0.03767,0.00347,0.00681,0.00694,0.00952,0.88293,0.03435,0.07693,0.03074,0.00000,0.00000,0.48679,0.06177
oracle_joint_intent_capability_planner,stress_06,0.66667,5,48,0.84375,0.04285,0.03472,0.02166,0.25694,0.05234,0.22917,0.05112,0.08681,0.03766,0.01042,0.01153,0.00347,0.00681,0.88409,0.03434,0.04785,0.02112,0.00000,0.00000,0.52098,0.06650
oracle_joint_intent_capability_planner,stress_06,0.66667,6,48,0.78819,0.05123,0.04514,0.02330,0.22917,0.05556,0.18750,0.04417,0.09722,0.03346,0.01389,0.01317,0.00000,0.00000,0.88421,0.03419,0.05692,0.02434,0.00000,0.00000,0.47658,0.06714
oracle_joint_intent_capability_planner,stress_06,0.66667,7,48,0.79861,0.04859,0.05556,0.02634,0.23264,0.05214,0.18056,0.04439,0.09722,0.03050,0.00694,0.00952,0.00000,0.00000,0.88191,0.03400,0.06689,0.02670,0.00000,0.00000,0.47828,0.06815
oracle_joint_intent_capability_planner,stress_06,0.66667,8,48,0.77431,0.05629,0.05903,0.02834,0.26736,0.04838,0.24306,0.05050,0.07639,0.03363,0.00694,0.00952,0.00694,0.00952,0.88237,0.03431,0.07045,0.02862,0.00000,0.00000,0.41981,0.07628
oracle_joint_intent_capability_planner,stress_06,0.66667,9,48,0.84028,0.03885,0.06944,0.03050,0.29861,0.06148,0.20139,0.04345,0.11806,0.03363,0.00347,0.00681,0.00347,0.00681,0.88235,0.03474,0.08115,0.03095,0.00000,0.00000,0.45813,0.05365
oracle_joint_intent_capability_planner,stress_07,0.77778,0,48,0.76736,0.04739,0.06250,0.02686,0.25347,0.05414,0.29514,0.05349,0.10417,0.03590,0.00000,0.00000,0.00000,0.00000,0.93303,0.03613,0.08180,0.02757,0.00000,0.00000,0.38549,0.06030
oracle_joint_intent_capability_planner,stress_07,0.77778,1,48,0.77083,0.05204,0.07986,0.03505,0.34722,0.05313,0.25347,0.04125,0.11458,0.03391,0.01042,0.01153,0.00694,0.00952,0.93524,0.03545,0.10046,0.03397,0.00000,0.00000,0.33228,0.07031
oracle_joint_intent_capability_planner,stress_07,0.77778,2,48,0.81250,0.03966,0.06944,0.03201,0.28819,0.05304,0.23958,0.05664,0.10764,0.03950,0.02083,0.01852,0.00694,0.00952,0.93450,0.03626,0.08862,0.03207,0.00000,0.00000,0.41782,0.07236
oracle_joint_intent_capability_planner,stress_07,0.77778,3,48,0.82639,0.04005,0.04514,0.02330,0.28819,0.05815,0.23611,0.05038,0.09375,0.03999,0.01042,0.01153,0.00347,0.00681,0.93513,0.03622,0.06723,0.02285,0.00000,0.00000,0.46918,0.06946
oracle_joint_intent_capability_planner,stress_07,0.77778,4,48,0.80556,0.05531,0.08333,0.03076,0.27431,0.06112,0.19444,0.03931,0.10764,0.03437,0.00694,0.00952,0.00000,0.00000,0.93478,0.03597,0.10286,0.03078,0.00000,0.00000,0.42275,0.07491
